Customer ID,Age,Gender,Annual Income,Spending Score,Purchase Frequency,Cluster,PCA1,PCA2
CUST1185,27,1,116,73,15,1,-0.7854923608289266,0.3077131897904416
CUST1121,26,1,109,84,7,1,-1.0027825353040662,-0.6314133370698279
CUST1069,25,0,129,89,1,1,-1.1380958186382963,0.1490233503965378
CUST1145,38,1,145,88,2,1,-0.3485323181437149,-0.6683641572081889
CUST1166,27,1,122,72,9,1,-0.6540724140719893,-0.2611120695010589
CUST1208,39,0,131,89,8,1,-0.5780371754853977,0.9729515789258106
CUST1243,26,0,116,80,18,1,-1.1650355236595287,1.8030145376645121
CUST1190,26,1,149,86,7,1,-0.923722017703828,-0.12449758177016061
CUST1320,30,1,116,99,5,1,-1.1257819754104332,-0.7292166101120021
CUST1010,36,0,113,96,3,1,-0.8716240280093172,0.20600572791308547
CUST1312,25,0,108,82,11,1,-1.1828468898720115,0.9497123429429142
CUST1029,26,1,139,80,5,1,-0.7812695816148612,-0.4711441514583427
CUST1144,38,1,101,71,10,1,-0.19562051482281007,-0.3823510919612818
CUST1095,30,1,144,78,17,1,-0.7057918984454876,0.8908590881072693
CUST1136,27,1,124,95,1,1,-1.0856190636058047,-1.0714517312976761
CUST1363,39,0,138,71,8,1,-0.12103480649247679,1.0436857535663193
CUST1286,28,1,108,90,9,1,-1.0864667502740764,-0.4167974590949839
CUST1215,25,1,121,78,18,1,-1.028201212381786,0.6906930765754465
CUST1201,32,1,142,78,19,1,-0.6477554965704012,1.0869733151917331
CUST1170,37,1,145,77,17,1,-0.3501822985063526,0.9264165969650635
CUST1163,31,1,103,86,16,1,-0.9679537104038769,0.27726697239787473
