Customer ID,Age,Gender,Annual Income,Spending Score,Purchase Frequency,Cluster,PCA1,PCA2
CUST1057,32,1,123,95,20,1,-1.1335098525252059,0.9710374168593646
CUST1185,27,1,116,73,15,1,-0.785492360828927,0.30771318979043727
CUST1121,26,1,109,84,7,1,-1.0027825353040667,-0.631413337069834
CUST1069,25,0,129,89,1,1,-1.138095818638297,0.14902335039653097
CUST1145,38,1,145,88,2,1,-0.3485323181437151,-0.6683641572081997
CUST1166,27,1,122,72,9,1,-0.6540724140719897,-0.2611120695010653
CUST1208,39,0,131,89,8,1,-0.5780371754853978,0.9729515789258055
CUST1243,26,0,116,80,18,1,-1.1650355236595293,1.8030145376645113
CUST1190,26,1,149,86,7,1,-0.9237220177038287,-0.12449758177017078
CUST1320,30,1,116,99,5,1,-1.1257819754104335,-0.7292166101120101
CUST1010,36,0,113,96,3,1,-0.8716240280093174,0.20600572791308047
CUST1312,25,0,108,82,11,1,-1.182846889872012,0.9497123429429122
CUST1029,26,1,139,80,5,1,-0.7812695816148616,-0.4711441514583521
CUST1144,38,1,101,71,10,1,-0.19562051482281018,-0.3823510919612857
CUST1095,30,1,144,78,17,1,-0.7057918984454881,0.8908590881072627
CUST1136,27,1,124,95,1,1,-1.0856190636058052,-1.0714517312976857
CUST1363,39,0,138,71,8,1,-0.12103480649247698,1.0436857535663142
CUST1286,28,1,108,90,9,1,-1.0864667502740768,-0.41679745909498955
CUST1215,25,1,121,78,18,1,-1.0282012123817865,0.6906930765754423
CUST1201,32,1,142,78,19,1,-0.6477554965704017,1.0869733151917271
CUST1170,37,1,145,77,17,1,-0.35018229850635285,0.9264165969650567
CUST1163,31,1,103,86,16,1,-0.9679537104038772,0.27726697239787146
