customer_id,age,gender,days_since_last_signed_in,distance_from_gym,works_at_partner_company,discounted_signup,avg_monthly_visits,attends_group_classes,referred_by_friend,churned,predicted_churned,churn_probability
FG11198K,37,0,1,1,0,0,14,1,0,0,0,0.0
FG11199X,24,0,15,0,0,0,16,0,0,0,0,0.0
FG11200Z,36,0,11,0,0,1,15,0,0,0,0,0.26
FG11201R,30,1,13,0,0,0,15,1,0,0,0,0.0
FG11202T,35,1,1,1,0,0,15,0,1,0,0,0.0
FG11203Y,41,1,11,1,0,1,9,1,1,0,0,0.02
FG11204W,36,1,12,1,0,0,5,1,0,0,0,0.03
FG11205U,36,1,4,1,0,1,16,1,0,0,0,0.0
FG11206H,26,0,22,2,0,0,21,0,0,0,0,0.0
FG11207B,27,0,14,1,0,0,17,0,0,0,0,0.0
FG11208X,19,1,9,1,0,0,3,1,0,0,0,0.0
FG11209I,52,1,12,2,0,0,9,0,0,1,1,0.87
FG11210U,21,0,10,0,0,0,17,0,0,0,0,0.0
FG11211H,27,1,16,0,0,0,20,1,0,0,0,0.02
FG11212D,27,0,4,0,0,0,10,0,0,0,0,0.0
FG11213W,43,0,20,2,0,0,6,1,0,0,0,0.15
FG11214A,31,0,9,1,0,0,15,1,0,0,0,0.0
FG11215R,47,1,0,1,0,0,10,0,0,0,0,0.0
FG11216W,28,0,13,1,0,0,9,1,0,0,0,0.0
FG11217G,37,1,16,0,0,0,21,1,0,1,1,0.82
FG11218H,26,0,5,0,0,0,2,1,1,0,0,0.0
FG11219F,22,0,16,0,0,1,4,0,0,0,0,0.21
FG11220V,57,1,31,0,0,0,16,0,0,1,1,0.99
FG11221A,38,0,14,0,0,0,17,0,0,0,0,0.03
FG11222A,40,0,11,2,0,0,23,0,0,0,0,0.02
FG11223E,40,0,18,0,0,0,8,0,0,0,0,0.02
FG11224N,32,0,22,0,0,0,18,1,0,0,0,0.03
FG11225H,33,0,7,1,0,0,18,1,0,0,0,0.0
FG11226A,36,1,13,0,0,0,20,0,0,0,0,0.15
FG11227J,34,0,29,2,0,0,9,0,0,0,0,0.02
FG11228W,44,0,34,2,0,1,23,1,0,1,1,0.8
FG11229S,57,0,36,0,0,0,14,0,0,1,1,0.99
FG11230X,30,0,18,0,0,0,11,0,0,0,0,0.0
FG11231K,22,1,5,1,0,0,6,0,0,0,0,0.0
FG11232V,33,0,15,0,0,0,5,0,0,0,0,0.13
FG11233B,20,0,2,1,0,0,10,0,0,0,0,0.0
FG11234G,24,1,23,2,0,0,20,0,0,0,0,0.0
FG11235Q,28,0,16,2,0,0,9,1,0,0,0,0.06
FG11236F,39,1,7,1,0,0,6,0,0,0,0,0.0
FG11237I,30,0,5,1,0,0,17,1,0,0,0,0.0
FG11238O,40,1,19,0,0,0,18,0,0,1,1,0.78
FG11239P,34,1,8,1,0,0,1,0,0,0,0,0.01
FG11240V,30,0,7,1,0,0,16,1,0,0,0,0.0
FG11241G,33,0,15,0,1,0,25,0,0,0,0,0.01
FG11242N,28,0,6,1,0,0,14,1,0,0,0,0.0
FG11243W,25,0,9,1,1,0,4,1,1,0,0,0.0
FG11244G,27,0,23,2,0,0,16,0,1,0,0,0.01
FG11245R,22,1,23,2,0,0,18,1,1,0,0,0.0
FG11246B,33,1,13,0,0,0,9,0,0,0,0,0.0
FG11247W,27,1,25,2,0,1,23,0,0,0,0,0.0
FG11248X,37,0,11,1,0,1,20,1,0,0,0,0.01
FG11249E,19,0,1,1,0,0,19,1,0,0,0,0.0
FG11250H,37,1,7,1,0,0,2,1,0,0,0,0.0
FG11251J,44,0,8,0,0,0,1,1,0,0,0,0.0
FG11252K,18,0,27,2,0,0,14,0,0,0,0,0.0
FG11253P,38,1,4,0,0,0,18,0,0,0,0,0.02
FG11254T,47,1,20,2,0,0,2,0,0,0,0,0.16
FG11255B,25,0,10,0,0,0,4,0,0,0,0,0.02
FG11256E,18,0,2,1,0,0,11,0,0,0,0,0.0
FG11257M,40,0,2,2,0,0,12,0,1,0,0,0.03
FG11258F,27,1,8,1,0,0,12,0,0,0,0,0.0
FG11259Q,34,0,6,1,0,0,18,0,0,0,0,0.0
FG11260L,38,1,5,0,0,0,16,0,0,0,0,0.02
FG11261V,34,1,10,1,0,0,2,0,0,0,0,0.01
FG11262I,40,0,8,0,0,0,4,0,0,0,0,0.0
FG11263I,23,0,15,0,0,0,10,1,0,0,0,0.0
FG11264X,35,0,13,1,0,1,4,1,1,0,0,0.07
FG11265V,18,1,7,1,0,0,19,0,0,0,0,0.0
FG11266X,33,0,5,1,0,0,12,1,0,0,0,0.0
FG11267U,26,0,13,1,0,0,25,0,0,0,0,0.0
FG11268D,51,1,23,2,0,0,7,0,0,1,1,0.88
FG11269V,47,0,12,1,0,0,3,0,0,0,0,0.0
FG11270Y,44,1,12,0,0,0,4,0,0,0,0,0.04
FG11271T,39,0,14,2,0,1,14,0,0,0,0,0.06
FG11272Z,22,1,11,2,1,0,10,0,1,0,0,0.0
FG11273C,30,1,28,2,0,0,2,0,0,0,0,0.01
FG11274N,46,0,4,1,0,0,1,0,1,0,0,0.0
FG11275C,36,1,16,1,0,0,18,1,0,0,0,0.09
FG11276Q,27,0,9,1,0,1,23,0,0,0,0,0.0
FG11277M,38,1,33,2,0,0,24,1,0,1,1,0.84
FG11278D,36,1,16,2,0,0,17,0,0,0,0,0.04
FG11279T,31,1,3,0,0,0,20,0,0,0,0,0.0
FG11280F,37,1,8,1,0,0,11,1,0,0,0,0.0
FG11281E,32,0,4,1,0,0,6,0,0,0,0,0.0
FG11282N,42,0,9,1,0,1,18,1,0,0,0,0.0
FG11283Z,44,1,10,0,0,0,23,1,0,0,0,0.01
FG11284Y,27,0,18,0,0,1,1,0,0,0,0,0.16
FG11285G,22,1,8,2,1,0,21,0,0,0,0,0.0
FG11286C,19,1,15,2,0,0,22,0,1,0,0,0.0
FG11287I,39,0,3,1,0,1,14,0,0,0,0,0.0
FG11288F,23,0,4,0,0,1,8,0,0,0,0,0.01
FG11289Z,18,0,13,1,0,1,24,0,0,0,0,0.01
FG11290U,38,0,9,1,0,0,2,0,0,0,0,0.0
FG11291V,34,1,14,0,0,0,17,0,0,0,0,0.0
FG11292D,34,0,18,0,0,0,23,0,0,0,0,0.11
FG11293L,45,0,7,0,0,0,11,0,0,0,0,0.0
FG11294I,34,0,1,1,0,0,11,1,0,0,0,0.0
FG11295N,34,0,0,1,0,0,18,0,0,0,0,0.0
FG11296U,43,1,4,1,0,0,23,0,0,0,0,0.01
FG11297R,33,0,14,0,0,0,24,0,0,0,0,0.02
FG11298M,35,0,10,0,0,0,25,0,0,0,0,0.0
FG11299N,38,1,0,1,0,0,15,1,0,0,0,0.0
FG11300F,27,1,5,0,0,1,25,1,0,0,0,0.0
FG11301E,43,0,15,2,1,0,2,0,0,0,0,0.01
FG11302K,32,1,6,1,1,0,25,1,0,0,0,0.05
FG11303U,27,1,17,0,0,0,19,0,1,0,0,0.02
FG11304Q,41,1,15,1,0,1,11,0,0,0,0,0.08
FG11305R,26,1,13,0,0,1,9,1,0,0,0,0.04
FG11306Z,36,1,16,0,0,0,11,0,0,0,0,0.08
FG11307E,36,1,9,2,0,0,24,0,0,0,0,0.0
FG11308Q,45,1,0,1,0,0,13,0,1,0,0,0.0
FG11309L,38,0,2,1,0,0,16,0,0,0,0,0.0
FG11310C,34,0,13,1,0,0,16,1,0,0,0,0.02
FG11311T,42,1,6,1,0,0,2,0,0,0,0,0.0
FG11312D,48,1,17,0,0,0,8,0,1,0,0,0.12
FG11313G,39,0,19,2,0,0,23,0,1,0,0,0.05
FG11314S,36,1,9,1,0,0,13,1,1,0,0,0.01
FG11315U,21,1,9,1,0,0,8,1,0,0,0,0.0
FG11316X,24,1,3,1,0,1,24,1,0,0,0,0.0
FG11317F,30,0,3,1,0,0,11,1,0,0,0,0.0
FG11318M,28,0,0,1,0,0,18,1,0,0,0,0.0
FG11319W,32,0,4,1,0,0,8,1,0,0,0,0.0
FG11320H,35,0,10,0,0,0,25,0,0,0,0,0.0
FG11321L,41,0,7,1,0,1,12,0,0,0,0,0.0
FG11322X,35,1,11,0,0,0,21,0,0,0,0,0.045
FG11323Z,39,0,14,0,0,1,17,1,0,0,0,0.09
FG11324V,33,1,23,2,1,1,12,1,0,1,1,0.76
FG11325C,21,0,8,0,0,0,5,1,0,0,0,0.0
FG11326E,27,0,15,0,0,0,6,0,0,0,0,0.01
FG11327Y,34,0,10,0,0,1,12,0,0,0,0,0.0
FG11328W,21,1,3,1,0,1,24,1,0,0,0,0.0
FG11329Y,40,1,11,1,0,1,10,0,0,0,0,0.0
FG11330R,49,0,14,2,0,1,24,0,0,0,0,0.22
FG11331B,48,0,17,0,0,0,24,1,0,1,1,0.81
FG11332H,32,0,11,1,1,0,17,1,0,0,0,0.0
FG11333W,48,1,24,2,0,0,5,1,0,1,1,0.84
FG11334G,36,0,42,2,1,0,7,0,1,1,1,0.68
FG11335F,32,0,11,1,0,0,9,1,0,0,0,0.0
FG11336K,30,0,10,0,0,0,2,1,0,0,0,0.0
FG11337Y,32,0,8,1,0,0,23,0,0,0,0,0.0
FG11338P,32,0,0,1,0,1,7,1,0,0,0,0.0
FG11339V,36,0,18,0,0,0,7,0,0,0,0,0.04
FG11340W,33,0,0,1,0,0,13,1,1,0,0,0.0
FG11341S,35,0,11,0,0,0,16,0,0,0,0,0.0
FG11342V,39,1,6,0,1,0,13,0,0,0,0,0.02
FG11343M,46,1,4,1,0,0,12,1,0,0,0,0.01
FG11344C,44,0,17,0,0,1,22,0,0,0,0,0.337
FG11345Y,19,0,9,0,0,0,21,0,0,0,0,0.01
FG11346M,19,0,12,1,0,0,18,0,0,0,0,0.0
FG11347J,45,0,15,2,0,0,18,0,0,1,1,0.63
FG11348Y,44,1,38,0,1,0,21,1,1,1,1,0.72
FG11349D,33,0,18,2,0,0,7,0,0,0,0,0.03
FG11350C,24,0,15,0,0,0,20,0,0,0,0,0.0
FG11351M,18,1,11,1,0,0,11,1,0,0,0,0.0
FG11352O,40,1,7,0,0,0,18,1,1,0,0,0.0
FG11353C,42,0,4,1,0,0,24,0,0,0,0,0.0
FG11354D,29,1,10,0,0,0,18,1,0,0,0,0.0
FG11355B,19,0,19,0,0,0,15,0,0,0,0,0.0
FG11356Y,30,1,8,0,0,1,19,1,1,0,0,0.0
FG11357O,40,0,10,2,0,0,19,0,0,0,0,0.04
FG11358X,22,0,18,0,0,0,14,1,0,0,0,0.0
FG11359N,36,0,8,0,0,0,1,0,0,0,0,0.01
FG11360N,30,1,15,1,1,1,21,1,1,0,0,0.02
FG11361I,41,0,25,2,0,0,20,0,0,0,0,0.06
FG11362V,35,1,17,2,0,0,18,0,0,0,0,0.11
FG11363M,24,1,2,1,0,0,10,1,0,0,0,0.0
FG11364D,46,0,5,1,0,1,15,0,0,0,0,0.0
FG11365J,33,0,8,0,0,0,14,1,0,0,0,0.0
FG11366M,35,0,11,0,0,0,14,0,0,0,0,0.0
FG11367A,24,1,9,0,0,0,10,0,0,0,0,0.0
FG11368R,29,0,5,1,0,0,7,1,0,0,0,0.0
FG11369I,26,1,14,2,0,0,10,1,0,0,0,0.0
FG11370L,34,0,17,2,1,1,12,1,0,1,1,0.42
FG11371D,30,0,17,0,1,1,7,0,0,0,0,0.3
FG11372F,20,0,5,1,0,0,3,1,0,0,0,0.0
FG11373J,17,0,4,1,1,1,19,1,0,0,0,0.0
FG11374J,49,1,11,1,1,0,18,0,0,0,0,0.01
FG11375L,32,1,1,1,0,0,14,1,0,0,0,0.0
FG11376R,29,1,14,1,0,0,17,1,0,0,0,0.0
FG11377E,43,1,16,0,0,0,15,1,0,0,0,0.12
FG11378I,28,1,4,1,1,0,7,0,0,0,0,0.0
FG11379P,24,0,0,1,0,0,8,1,0,0,0,0.0
FG11380X,39,1,1,1,0,0,23,0,0,0,0,0.0
FG11381S,31,0,19,0,0,1,6,0,0,0,0,0.12
FG11382Z,57,1,27,0,0,0,11,0,0,1,1,0.97
FG11383K,28,0,4,1,0,0,8,0,0,0,0,0.0
FG11384H,43,0,6,0,0,0,5,0,0,0,0,0.0
FG11385F,37,0,11,1,1,0,13,0,0,0,0,0.02
FG11386V,48,1,20,2,0,1,13,0,0,0,0,0.18
FG11387I,37,0,13,2,0,0,6,0,0,0,0,0.0
FG11388W,35,0,37,0,0,0,23,0,0,1,1,0.76
FG11389L,28,1,13,2,0,0,10,0,0,0,0,0.0
FG11390B,39,1,24,2,0,0,25,0,0,0,0,0.06
FG11391X,26,1,19,2,1,0,16,1,0,0,0,0.04
FG11392U,29,0,6,0,0,0,12,0,0,0,0,0.0
FG11393O,35,0,3,1,0,0,11,0,1,0,0,0.0
FG11394X,32,0,2,1,1,0,16,1,1,0,0,0.0
FG11395C,37,1,12,1,1,1,20,1,0,0,0,0.0
FG11396L,22,1,7,0,0,1,9,0,0,0,0,0.0
FG11397B,24,0,10,1,0,0,8,1,1,0,0,0.0
FG11398T,49,1,5,1,0,0,19,0,0,0,0,0.0
FG11399P,27,0,2,1,0,0,18,1,0,0,0,0.0
FG11400E,24,0,6,1,0,1,3,0,0,0,0,0.0
FG11401G,40,1,13,0,0,0,6,1,0,0,0,0.04
FG11402Q,46,0,10,2,0,0,10,0,0,0,0,0.02
FG11403G,43,1,10,0,0,0,22,0,0,0,0,0.084
FG11404E,43,0,5,0,0,0,22,1,1,0,0,0.0
FG11405Z,26,1,12,0,0,0,6,1,0,0,0,0.0
FG11406P,20,0,13,1,0,0,20,1,0,0,0,0.0
FG11407Z,19,1,9,1,0,0,8,0,0,0,0,0.02
FG11408D,34,1,23,2,0,0,3,1,0,0,0,0.07
FG11409A,33,0,13,1,0,0,4,1,1,0,0,0.01
FG11410X,48,1,4,1,0,1,9,0,0,0,0,0.0
FG11411O,39,0,15,0,0,0,8,1,0,0,0,0.09
FG11412Q,37,1,8,1,0,0,5,1,0,0,0,0.0
FG11413C,38,0,1,1,0,1,12,0,0,0,0,0.0
FG11414H,55,1,23,2,0,0,25,1,0,1,1,0.97
FG11415Z,45,0,6,1,0,0,20,0,0,0,0,0.0
FG11416X,36,1,9,1,1,0,15,0,0,0,0,0.0
FG11417M,37,1,3,1,0,0,13,1,0,0,0,0.0
FG11418W,24,1,11,0,0,0,10,1,0,0,0,0.0
FG11419C,40,0,16,2,0,1,10,0,0,0,0,0.27
FG11420R,40,1,1,1,0,0,19,0,0,0,0,0.0
FG11421J,47,0,2,0,0,0,18,0,0,1,1,0.6
FG11422S,31,0,8,1,1,0,13,0,0,0,0,0.0
FG11423M,26,1,9,1,0,0,4,1,1,0,0,0.0
FG11424L,22,0,12,1,0,0,4,1,0,0,0,0.01
FG11425Z,41,1,10,0,0,0,24,0,0,1,1,0.052
FG11426N,24,1,2,1,0,0,12,1,0,0,0,0.0
FG11427Z,47,0,18,0,0,0,23,1,0,1,1,0.73
FG11428Z,31,0,18,0,0,0,22,1,0,0,0,0.0
FG11429I,33,0,14,0,0,0,10,1,0,0,0,0.01
FG11430A,37,0,17,0,0,0,12,0,0,0,0,0.08
FG11431B,44,1,6,2,0,0,23,0,0,0,0,0.01
FG11432M,42,1,1,1,0,0,19,0,0,0,0,0.0
FG11433T,46,0,30,2,0,0,9,1,0,1,1,0.69
FG11434F,32,0,22,0,0,0,24,1,0,0,0,0.09
FG11435S,37,0,19,0,1,1,18,0,0,0,0,0.15
FG11436G,34,0,3,1,0,0,19,1,0,0,0,0.0
FG11437Z,25,1,5,1,0,1,9,1,0,0,0,0.0
FG11438T,38,1,10,1,0,0,21,0,0,0,0,0.022
FG11439I,43,1,9,1,0,0,8,0,0,0,0,0.01
FG11440T,41,1,35,2,0,0,4,0,0,1,1,0.9
FG11441B,47,0,11,2,0,0,1,0,0,0,0,0.06
FG11442F,37,0,14,0,0,0,17,0,1,0,0,0.03
FG11443P,19,0,4,1,0,0,20,1,0,0,0,0.0
FG11444F,37,1,17,1,0,0,7,1,0,0,0,0.11
FG11445P,29,1,9,2,1,0,19,0,0,0,0,0.0
FG11446O,29,0,6,1,0,0,6,0,0,0,0,0.0
FG11447B,39,1,12,1,0,0,10,0,0,0,0,0.03
FG11448E,46,0,10,0,0,0,6,0,1,0,0,0.01
FG11449S,33,0,29,0,0,0,23,0,0,1,1,0.74
FG11450G,38,1,7,1,0,0,23,0,0,0,0,0.0
FG11451A,27,0,21,2,0,0,23,0,0,0,0,0.03
FG11452Y,38,1,0,1,1,0,22,1,1,0,0,0.02
FG11453Z,23,0,11,1,1,0,6,0,0,0,0,0.0
FG11454O,41,0,3,1,0,0,19,0,1,0,0,0.0
FG11455V,19,1,12,1,0,0,23,1,0,0,0,0.0
FG11456R,44,1,15,1,0,0,11,0,0,0,0,0.11
FG11457C,38,0,25,2,0,1,5,0,0,0,0,0.3
FG11458O,47,0,3,1,0,0,11,0,1,0,0,0.01
FG11459G,42,1,24,2,0,0,24,0,0,0,0,0.08
FG11460L,34,0,15,2,0,1,7,1,0,0,0,0.19
FG11461N,22,1,5,1,0,0,19,1,0,0,0,0.0
FG11462S,31,1,16,2,0,0,22,1,0,0,0,0.0
FG11463P,26,1,9,1,0,0,1,1,0,0,0,0.0
FG11464T,35,1,22,0,1,0,11,0,0,1,1,0.75
FG11465R,41,1,7,1,0,0,19,0,1,0,0,0.0
FG11466U,50,0,19,0,0,0,13,0,0,1,1,0.99
FG11467W,40,1,11,1,0,0,15,1,0,0,0,0.03
FG11468E,22,1,24,2,0,0,9,0,0,0,0,0.0
FG11469D,39,1,11,2,1,0,2,0,0,0,0,0.01
FG11470G,45,0,4,1,0,0,15,0,0,0,0,0.0
FG11471L,31,0,14,1,0,0,11,0,0,0,0,0.01
FG11472Z,33,1,9,1,0,0,9,1,1,0,0,0.0
FG11473P,34,1,36,2,0,0,17,0,0,1,1,0.91
FG11474G,28,1,2,1,0,1,9,1,0,0,0,0.0
FG11475L,42,1,9,0,0,0,12,0,0,0,0,0.0
FG11476V,33,1,12,1,1,1,11,1,0,0,0,0.01
FG11477J,40,0,11,1,0,0,21,1,1,0,0,0.03
FG11478G,25,1,2,1,0,0,9,1,0,0,0,0.0
FG11479B,30,0,9,1,0,0,18,1,0,0,0,0.0
FG11480I,40,1,10,0,0,0,17,0,0,0,0,0.0
FG11481V,30,0,22,2,0,0,6,0,1,0,0,0.01
FG11482O,40,0,1,1,0,0,23,0,1,0,0,0.0
FG11483D,33,0,10,0,0,1,15,0,0,0,0,0.01
FG11484M,37,1,5,1,0,1,8,1,0,0,0,0.01
FG11485Q,46,1,19,0,0,0,16,1,1,0,0,0.17
FG11486H,20,1,1,1,0,0,13,0,0,0,0,0.0
FG11487N,18,0,13,0,0,0,12,1,0,0,0,0.0
FG11488H,19,1,16,1,0,0,21,0,0,0,0,0.02
FG11489Q,47,0,13,1,0,0,13,0,0,0,0,0.02
FG11490Q,29,0,5,0,0,0,23,0,0,0,0,0.0
FG11491I,61,1,19,2,0,0,19,0,0,1,1,0.81
FG11492J,29,0,0,1,0,0,18,0,0,0,0,0.0
FG11493H,37,1,12,1,0,0,2,1,0,0,0,0.0
FG11494H,34,1,12,1,0,0,14,0,1,0,0,0.02
FG11495U,29,1,6,1,0,1,2,0,0,0,0,0.0
FG11496O,29,1,13,1,0,1,25,1,0,0,0,0.0
FG11497V,46,0,7,1,0,0,2,0,0,0,0,0.01
FG11498P,45,1,5,1,0,0,2,0,1,0,0,0.0
FG11499K,40,1,15,0,0,0,4,0,0,0,0,0.05
FG11500G,42,0,22,2,0,0,15,0,0,0,0,0.16
FG11501P,29,0,14,1,0,0,17,0,0,0,0,0.0
FG11502F,28,1,10,1,0,0,12,0,1,0,0,0.0
FG11503Y,33,0,8,1,0,0,7,1,1,0,0,0.0
FG11504I,31,0,28,1,0,0,1,0,0,0,0,0.18
FG11505D,30,1,11,0,0,0,22,0,0,0,0,0.0
FG11506U,41,1,15,1,0,0,3,1,0,0,0,0.02
FG11507R,44,1,0,1,0,0,10,0,0,0,0,0.0
FG11508N,36,0,3,1,0,1,16,0,0,0,0,0.0
FG11509A,36,0,8,1,0,0,16,1,0,0,0,0.01
FG11510Q,22,0,22,2,0,0,3,0,0,0,0,0.0
FG11511I,32,1,17,2,0,0,15,0,0,0,0,0.0
FG11512V,36,1,30,2,0,0,17,0,0,1,1,0.73
FG11513Z,19,1,10,0,0,0,15,0,0,0,0,0.0
FG11514S,36,1,4,1,0,0,23,0,0,0,0,0.0
FG11515U,34,0,5,1,0,0,14,1,1,0,0,0.0
FG11516U,24,0,19,2,0,0,17,0,0,0,0,0.0
FG11517T,40,1,11,0,0,0,15,1,0,0,0,0.0
FG11518A,23,0,11,1,0,0,22,1,0,0,0,0.02
FG11519D,25,1,6,2,0,1,18,0,1,0,0,0.0
FG11520T,48,1,18,0,1,0,6,0,0,0,0,0.14
FG11521M,40,1,20,0,0,0,8,1,1,0,0,0.04
FG11522U,40,1,25,2,0,0,19,1,0,1,1,0.74
FG11523C,25,1,5,1,0,0,3,1,0,0,0,0.0
FG11524D,32,1,8,1,0,0,11,1,0,0,0,0.0
FG11525Z,45,1,15,2,0,0,12,0,0,0,0,0.09
FG11526R,32,1,9,0,0,0,16,1,1,0,0,0.01
FG11527D,21,0,3,1,0,0,25,1,1,0,0,0.0
FG11528N,32,1,12,0,0,0,8,0,0,0,0,0.0
FG11529R,23,0,19,0,0,0,1,0,0,0,0,0.01
FG11530A,36,1,13,1,0,0,4,1,0,0,0,0.03
FG11531C,17,1,12,1,0,0,8,1,0,0,0,0.0
FG11532E,38,1,23,0,0,0,14,0,0,0,0,0.13
FG11533S,31,1,5,0,0,0,6,0,0,0,0,0.0
FG11534J,51,0,10,0,0,0,23,1,0,1,1,0.73
FG11535O,19,1,15,2,0,0,16,0,0,0,0,0.02
FG11536J,39,0,10,1,0,0,2,0,0,0,0,0.0
FG11537C,28,0,2,1,0,0,15,1,0,0,0,0.0
FG11538E,24,0,17,2,0,0,25,0,0,0,0,0.0
FG11539N,18,0,7,1,0,0,25,0,0,0,0,0.0
FG11540X,34,0,12,0,0,0,8,0,0,0,0,0.05
FG11541E,29,1,14,0,0,0,17,0,0,0,0,0.0
FG11542L,19,0,14,0,1,1,1,1,0,0,0,0.05
FG11543Z,31,1,1,1,0,0,20,1,1,0,0,0.0
FG11544L,52,1,22,0,0,0,16,0,0,1,1,0.98
FG11545W,38,1,26,2,0,0,6,0,0,0,0,0.05
FG11546R,27,0,2,0,0,0,8,0,0,0,0,0.0
FG11547P,38,0,1,1,0,0,23,1,0,0,0,0.0
FG11548V,41,1,1,1,0,0,9,1,0,0,0,0.0
FG11549Y,46,0,2,1,0,0,22,0,0,0,0,0.0
FG11550M,33,1,42,2,0,1,12,0,0,1,1,0.61
FG11551H,32,1,6,1,0,0,5,0,0,0,0,0.0
FG11552E,27,1,22,2,0,0,15,1,0,0,0,0.01
FG11553U,26,1,16,0,0,1,10,1,0,0,0,0.11
FG11554J,31,1,8,0,0,0,13,1,0,0,0,0.0
FG11555Z,39,0,12,0,0,1,11,0,0,0,0,0.13
FG11556S,45,0,6,1,0,0,6,0,0,0,0,0.0
FG11557F,26,1,25,2,0,1,17,0,0,0,0,0.0
FG11558W,25,0,6,1,0,1,9,1,0,0,0,0.0
FG11559O,32,0,12,1,0,1,18,1,1,0,0,0.0
FG11560K,34,0,6,1,0,0,8,0,0,0,0,0.0
FG11561I,28,0,26,2,0,1,15,0,0,0,0,0.04
FG11562Z,49,1,17,2,0,0,16,1,0,1,1,0.74
FG11563C,43,0,0,1,0,0,11,0,0,0,0,0.0
FG11564W,43,0,16,2,0,0,10,0,0,0,0,0.04
FG11565R,30,1,2,1,0,0,13,0,0,0,0,0.0
FG11566Z,37,1,8,1,0,0,19,0,1,0,0,0.0
FG11567O,38,0,26,2,0,0,13,0,0,0,0,0.05
FG11568F,18,1,13,2,1,1,24,1,1,0,0,0.02
FG11569G,29,0,18,0,0,0,10,0,0,0,0,0.01
FG11570K,42,1,4,0,1,1,18,1,0,0,0,0.0
FG11571E,23,0,12,2,0,1,13,0,0,0,0,0.0
FG11572S,36,1,4,0,0,0,24,0,0,0,0,0.02
FG11573J,21,0,9,2,0,0,3,1,1,0,0,0.01
FG11574N,38,0,20,0,0,0,1,1,1,0,0,0.05
FG11575P,34,1,16,2,0,0,21,0,0,0,0,0.03
FG11576V,18,0,27,2,0,0,12,0,0,0,0,0.0
FG11577U,46,1,8,1,0,0,6,1,1,0,0,0.0
FG11578G,26,1,21,2,0,0,25,0,1,0,0,0.01
FG11579U,26,1,11,1,0,0,8,1,0,0,0,0.0
FG11580K,37,0,13,2,0,0,7,1,0,0,0,0.0
FG11581G,47,1,21,0,0,0,15,0,0,0,0,0.15
FG11582X,23,0,13,1,0,0,20,1,0,0,0,0.0
FG11583A,34,1,11,0,0,0,10,0,0,0,0,0.02
FG11584S,40,0,28,2,1,0,19,0,0,1,1,0.79
FG11585K,41,0,9,1,0,1,17,1,0,0,0,0.0
FG11586I,37,1,7,1,0,0,19,0,0,0,0,0.0
FG11587I,30,1,17,2,0,0,1,1,0,0,0,0.02
FG11588G,24,0,0,1,0,0,10,0,0,0,0,0.0
FG11589B,34,1,9,1,0,1,16,1,0,0,0,0.01
FG11590U,23,0,5,1,0,0,23,1,0,0,0,0.0
FG11591C,51,0,22,0,0,0,19,1,0,1,1,0.95
FG11592K,38,0,3,0,0,0,15,0,0,0,0,0.02
FG11593S,45,1,11,2,0,0,3,0,1,0,0,0.05
FG11594K,18,0,7,1,0,0,3,1,0,0,0,0.0
FG11595E,24,0,16,2,0,0,16,0,1,0,0,0.01
FG11596A,41,0,11,0,0,0,7,0,0,0,0,0.01
FG11597S,33,1,11,1,0,0,5,0,0,0,0,0.0
FG11598L,35,1,4,0,0,0,5,1,0,0,0,0.0
FG11599C,27,1,10,0,0,0,6,0,0,0,0,0.01
FG11600Q,32,0,19,0,0,0,2,0,0,0,0,0.06
FG11601J,49,0,0,1,0,1,11,0,0,0,0,0.01
FG11602G,33,1,21,2,0,1,7,0,0,1,1,0.78
FG11603D,26,1,0,2,0,0,18,0,0,0,0,0.0
FG11604F,30,1,15,1,0,0,20,1,0,0,0,0.01
FG11605G,24,0,7,0,0,1,25,0,0,0,0,0.0
FG11606C,37,0,2,1,0,0,15,1,0,0,0,0.0
FG11607S,35,1,18,0,0,0,9,0,0,0,0,0.17
FG11608W,37,1,2,1,0,0,9,1,0,0,0,0.0
FG11609U,32,1,1,1,0,0,10,1,0,0,0,0.0
FG11610A,30,0,7,0,0,0,18,0,1,0,0,0.01
FG11611K,19,0,12,1,0,0,5,1,1,0,0,0.0
FG11612M,42,0,10,2,0,0,10,0,0,0,0,0.02
FG11613F,33,1,9,1,0,0,21,1,0,0,0,0.0
FG11614H,36,0,32,2,0,1,25,0,1,1,1,0.8
FG11615Q,18,1,10,2,0,0,4,1,1,0,0,0.0
FG11616S,38,0,40,2,0,0,23,0,0,1,1,0.9
FG11617M,27,0,12,1,0,0,21,1,0,0,0,0.07
FG11618Z,29,0,3,1,0,1,15,0,0,0,0,0.0
FG11619G,48,0,10,0,0,0,22,1,0,0,0,0.01
FG11620V,35,0,17,2,1,0,19,1,0,0,0,0.22
FG11621H,18,0,13,0,0,0,4,0,0,0,0,0.0
FG11622O,44,1,7,1,0,0,22,0,0,0,0,0.0
FG11623D,49,1,19,2,0,0,24,1,0,1,1,0.96
FG11624G,30,0,10,1,0,0,25,0,0,0,0,0.0
FG11625L,45,1,4,1,0,0,6,0,0,0,0,0.0
FG11626Y,31,1,9,2,0,0,21,0,1,0,0,0.0
FG11627W,48,1,6,1,0,0,9,1,0,0,0,0.01
FG11628Q,34,0,8,1,0,0,18,0,0,0,0,0.0
FG11629H,42,1,2,0,0,0,17,0,0,0,0,0.06
FG11630Y,39,1,1,1,0,0,23,1,0,0,0,0.0
