customer_id,age,gender,days_since_last_signed_in,distance_from_gym,works_at_partner_company,discounted_signup,avg_monthly_visits,attends_group_classes,referred_by_friend,churned
FG11120M,45,Female,7,<2 miles,0,0,6,1,1,0
FG11121A,48,Male,28,>4 miles,1,0,20,0,0,1
FG11122M,40,Male,5,<2 miles,0,0,8,0,0,0
FG11123M,24,Male,3,<2 miles,0,0,17,0,0,0
FG11124H,39,Male,9,<2 miles,0,1,14,0,0,0
FG11125J,23,Male,4,2-4 miles,0,0,11,1,1,0
FG11126Y,39,Female,20,2-4 miles,0,0,7,0,0,0
FG11127I,27,Male,12,2-4 miles,0,0,11,1,0,0
FG11128C,34,Male,7,<2 miles,0,1,21,1,0,0
FG11129A,39,Male,12,<2 miles,0,1,4,1,0,0
FG11130N,40,Female,6,<2 miles,0,1,11,1,0,0
FG11131F,40,Female,15,<2 miles,0,1,22,0,0,0
FG11132V,23,Female,17,2-4 miles,0,0,12,1,1,0
FG11133P,39,Male,17,2-4 miles,0,0,4,0,0,0
FG11134A,32,Female,8,2-4 miles,0,0,15,0,0,0
FG11135A,44,Male,14,2-4 miles,0,0,25,1,0,0
FG11136W,45,Female,1,<2 miles,0,0,15,0,0,0
FG11137H,23,Female,10,<2 miles,0,0,20,1,0,0
FG11138J,40,Male,19,2-4 miles,0,0,2,1,0,0
FG11139S,40,Female,6,<2 miles,0,0,23,0,0,0
FG11140T,31,Female,4,<2 miles,0,0,14,1,0,0
FG11141Y,48,Male,1,>4 miles,0,0,12,1,1,0
FG11142H,33,Female,9,<2 miles,0,1,13,0,0,0
FG11143Y,38,Male,4,<2 miles,0,0,18,1,1,0
FG11144N,33,Female,16,>4 miles,0,0,22,1,0,0
FG11145H,34,Male,23,>4 miles,0,0,3,0,0,0
FG11146W,24,Male,6,<2 miles,0,1,7,1,0,0
FG11147P,20,Female,5,<2 miles,0,0,17,0,0,0
FG11148U,34,Male,15,2-4 miles,0,0,23,0,0,0
FG11149Q,27,Female,5,<2 miles,0,0,4,1,0,0
FG11150A,26,Male,9,<2 miles,0,0,2,1,0,0
FG11151E,18,Female,7,<2 miles,0,0,21,0,0,0
FG11152L,30,Female,8,<2 miles,0,0,5,1,0,0
FG11153A,22,Female,3,2-4 miles,0,0,13,1,1,0
FG11154E,23,Male,30,>4 miles,0,0,6,0,0,0
FG11155C,47,Male,11,<2 miles,0,0,23,0,0,0
FG11156M,28,Male,12,<2 miles,1,1,17,0,0,0
FG11157Z,39,Female,14,<2 miles,0,0,16,0,0,0
FG11158N,46,Female,1,<2 miles,0,0,12,0,1,0
FG11159S,33,Male,22,>4 miles,0,0,18,0,0,0
FG11160D,18,Male,12,2-4 miles,0,0,14,0,0,0
FG11161M,38,Female,15,2-4 miles,0,0,3,0,0,0
FG11162E,21,Male,16,2-4 miles,0,0,7,1,0,0
FG11163K,19,Female,19,2-4 miles,0,1,22,0,1,0
FG11164Z,46,Female,11,>4 miles,0,0,11,0,1,0
FG11165M,34,Female,4,<2 miles,0,1,17,0,0,0
FG11166Y,48,Male,14,<2 miles,0,0,4,0,0,0
FG11167Y,41,Male,2,2-4 miles,0,1,21,0,1,0
FG11168N,40,Female,3,<2 miles,0,0,18,0,0,0
FG11169N,44,Female,26,>4 miles,0,0,21,0,0,0
FG11170C,42,Male,5,2-4 miles,0,0,4,0,1,0
FG11171C,37,Male,30,>4 miles,0,0,5,0,0,1
FG11172T,36,Female,8,<2 miles,0,0,16,1,0,0
FG11173S,34,Female,22,>4 miles,0,0,25,0,0,0
FG11174H,27,Female,2,<2 miles,0,0,14,0,0,0
FG11175O,33,Male,20,>4 miles,0,0,15,1,0,0
FG11176K,17,Male,8,<2 miles,0,0,14,0,0,0
FG11177C,33,Male,11,2-4 miles,1,1,2,0,0,0
FG11178V,27,Male,10,2-4 miles,0,0,6,0,0,0
FG11179I,24,Female,11,2-4 miles,0,0,20,1,0,0
FG11180F,34,Male,29,>4 miles,0,0,10,1,0,1
FG11181K,47,Male,12,>4 miles,0,1,7,0,0,0
FG11182I,42,Female,8,<2 miles,0,0,22,0,1,0
FG11183P,18,Male,21,>4 miles,1,0,10,0,0,0
FG11184K,22,Male,6,>4 miles,0,0,15,1,1,0
FG11185P,44,Female,18,>4 miles,1,0,3,0,0,0
FG11186B,24,Female,14,2-4 miles,0,0,11,0,0,0
FG11187H,32,Female,14,<2 miles,0,0,21,1,0,0
FG11188Q,38,Male,4,<2 miles,1,0,18,0,0,0
FG11189B,25,Female,5,2-4 miles,1,0,6,0,1,0
FG11190R,36,Female,10,<2 miles,0,0,24,1,1,0
FG11191T,22,Female,8,<2 miles,1,0,19,1,0,0
FG11192F,32,Female,21,2-4 miles,0,1,20,0,0,1
FG11193O,39,Male,7,>4 miles,1,0,1,1,0,0
FG11194W,19,Male,4,<2 miles,1,0,20,1,0,0
FG11195Q,41,Female,14,2-4 miles,0,1,7,1,0,0
FG11196S,33,Male,36,>4 miles,0,0,13,0,0,1
FG11197X,39,Female,39,>4 miles,0,0,21,1,0,1
FG11198K,37,Female,1,<2 miles,0,0,14,1,0,0
FG11199X,24,Female,15,2-4 miles,0,0,16,0,0,0
FG11200Z,36,Female,11,2-4 miles,0,1,15,0,0,0
FG11201R,30,Male,13,2-4 miles,0,0,15,1,0,0
FG11202T,35,Male,1,<2 miles,0,0,15,0,1,0
FG11203Y,41,Male,11,<2 miles,0,1,9,1,1,0
FG11204W,36,Male,12,<2 miles,0,0,5,1,0,0
FG11205U,36,Male,4,<2 miles,0,1,16,1,0,0
FG11206H,26,Female,22,>4 miles,0,0,21,0,0,0
FG11207B,27,Female,14,<2 miles,0,0,17,0,0,0
FG11208X,19,Male,9,<2 miles,0,0,3,1,0,0
FG11209I,52,Male,12,>4 miles,0,0,9,0,0,1
FG11210U,21,Female,10,2-4 miles,0,0,17,0,0,0
FG11211H,27,Male,16,2-4 miles,0,0,20,1,0,0
FG11212D,27,Female,4,2-4 miles,0,0,10,0,0,0
FG11213W,43,Female,20,>4 miles,0,0,6,1,0,0
FG11214A,31,Female,9,<2 miles,0,0,15,1,0,0
FG11215R,47,Male,0,<2 miles,0,0,10,0,0,0
FG11216W,28,Female,13,<2 miles,0,0,9,1,0,0
FG11217G,37,Male,16,2-4 miles,0,0,21,1,0,1
FG11218H,26,Female,5,2-4 miles,0,0,2,1,1,0
FG11219F,22,Female,16,2-4 miles,0,1,4,0,0,0
FG11220V,57,Male,31,2-4 miles,0,0,16,0,0,1
FG11221A,38,Female,14,2-4 miles,0,0,17,0,0,0
FG11222A,40,Female,11,>4 miles,0,0,23,0,0,0
FG11223E,40,Female,18,2-4 miles,0,0,8,0,0,0
FG11224N,32,Female,22,2-4 miles,0,0,18,1,0,0
FG11225H,33,Female,7,<2 miles,0,0,18,1,0,0
FG11226A,36,Male,13,2-4 miles,0,0,20,0,0,0
FG11227J,34,Female,29,>4 miles,0,0,9,0,0,0
FG11228W,44,Female,34,>4 miles,0,1,23,1,0,1
FG11229S,57,Female,36,2-4 miles,0,0,14,0,0,1
FG11230X,30,Female,18,2-4 miles,0,0,11,0,0,0
FG11231K,22,Male,5,<2 miles,0,0,6,0,0,0
FG11232V,33,Female,15,2-4 miles,0,0,5,0,0,0
FG11233B,20,Female,2,<2 miles,0,0,10,0,0,0
FG11234G,24,Male,23,>4 miles,0,0,20,0,0,0
FG11235Q,28,Female,16,>4 miles,0,0,9,1,0,0
FG11236F,39,Male,7,<2 miles,0,0,6,0,0,0
FG11237I,30,Female,5,<2 miles,0,0,17,1,0,0
FG11238O,40,Male,19,2-4 miles,0,0,18,0,0,1
FG11239P,34,Male,8,<2 miles,0,0,1,0,0,0
FG11240V,30,Female,7,<2 miles,0,0,16,1,0,0
FG11241G,33,Female,15,2-4 miles,1,0,25,0,0,0
FG11242N,28,Female,6,<2 miles,0,0,14,1,0,0
FG11243W,25,Female,9,<2 miles,1,0,4,1,1,0
FG11244G,27,Female,23,>4 miles,0,0,16,0,1,0
FG11245R,22,Male,23,>4 miles,0,0,18,1,1,0
FG11246B,33,Male,13,2-4 miles,0,0,9,0,0,0
FG11247W,27,Male,25,>4 miles,0,1,23,0,0,0
FG11248X,37,Female,11,<2 miles,0,1,20,1,0,0
FG11249E,19,Female,1,<2 miles,0,0,19,1,0,0
FG11250H,37,Male,7,<2 miles,0,0,2,1,0,0
FG11251J,44,Female,8,2-4 miles,0,0,1,1,0,0
FG11252K,18,Female,27,>4 miles,0,0,14,0,0,0
FG11253P,38,Male,4,2-4 miles,0,0,18,0,0,0
FG11254T,47,Male,20,>4 miles,0,0,2,0,0,0
FG11255B,25,Female,10,2-4 miles,0,0,4,0,0,0
FG11256E,18,Female,2,<2 miles,0,0,11,0,0,0
FG11257M,40,Female,2,>4 miles,0,0,12,0,1,0
FG11258F,27,Male,8,<2 miles,0,0,12,0,0,0
FG11259Q,34,Female,6,<2 miles,0,0,18,0,0,0
FG11260L,38,Male,5,2-4 miles,0,0,16,0,0,0
FG11261V,34,Male,10,<2 miles,0,0,2,0,0,0
FG11262I,40,Female,8,2-4 miles,0,0,4,0,0,0
FG11263I,23,Female,15,2-4 miles,0,0,10,1,0,0
FG11264X,35,Female,13,<2 miles,0,1,4,1,1,0
FG11265V,18,Male,7,<2 miles,0,0,19,0,0,0
FG11266X,33,Female,5,<2 miles,0,0,12,1,0,0
FG11267U,26,Female,13,<2 miles,0,0,25,0,0,0
FG11268D,51,Male,23,>4 miles,0,0,7,0,0,1
FG11269V,47,Female,12,<2 miles,0,0,3,0,0,0
FG11270Y,44,Male,12,2-4 miles,0,0,4,0,0,0
FG11271T,39,Female,14,>4 miles,0,1,14,0,0,0
FG11272Z,22,Male,11,>4 miles,1,0,10,0,1,0
FG11273C,30,Male,28,>4 miles,0,0,2,0,0,0
FG11274N,46,Female,4,<2 miles,0,0,1,0,1,0
FG11275C,36,Male,16,<2 miles,0,0,18,1,0,0
FG11276Q,27,Female,9,<2 miles,0,1,23,0,0,0
FG11277M,38,Male,33,>4 miles,0,0,24,1,0,1
FG11278D,36,Male,16,>4 miles,0,0,17,0,0,0
FG11279T,31,Male,3,2-4 miles,0,0,20,0,0,0
FG11280F,37,Male,8,<2 miles,0,0,11,1,0,0
FG11281E,32,Female,4,<2 miles,0,0,6,0,0,0
FG11282N,42,Female,9,<2 miles,0,1,18,1,0,0
FG11283Z,44,Male,10,2-4 miles,0,0,23,1,0,0
FG11284Y,27,Female,18,2-4 miles,0,1,1,0,0,0
FG11285G,22,Male,8,>4 miles,1,0,21,0,0,0
FG11286C,19,Male,15,>4 miles,0,0,22,0,1,0
FG11287I,39,Female,3,<2 miles,0,1,14,0,0,0
FG11288F,23,Female,4,2-4 miles,0,1,8,0,0,0
FG11289Z,18,Female,13,<2 miles,0,1,24,0,0,0
FG11290U,38,Female,9,<2 miles,0,0,2,0,0,0
FG11291V,34,Male,14,2-4 miles,0,0,17,0,0,0
FG11292D,34,Female,18,2-4 miles,0,0,23,0,0,0
FG11293L,45,Female,7,2-4 miles,0,0,11,0,0,0
FG11294I,34,Female,1,<2 miles,0,0,11,1,0,0
FG11295N,34,Female,0,<2 miles,0,0,18,0,0,0
FG11296U,43,Male,4,<2 miles,0,0,23,0,0,0
FG11297R,33,Female,14,2-4 miles,0,0,24,0,0,0
FG11298M,35,Female,10,2-4 miles,0,0,25,0,0,0
FG11299N,38,Male,0,<2 miles,0,0,15,1,0,0
FG11300F,27,Male,5,2-4 miles,0,1,25,1,0,0
FG11301E,43,Female,15,>4 miles,1,0,2,0,0,0
FG11302K,32,Male,6,<2 miles,1,0,25,1,0,0
FG11303U,27,Male,17,2-4 miles,0,0,19,0,1,0
FG11304Q,41,Male,15,<2 miles,0,1,11,0,0,0
FG11305R,26,Male,13,2-4 miles,0,1,9,1,0,0
FG11306Z,36,Male,16,2-4 miles,0,0,11,0,0,0
FG11307E,36,Male,9,>4 miles,0,0,24,0,0,0
FG11308Q,45,Male,0,<2 miles,0,0,13,0,1,0
FG11309L,38,Female,2,<2 miles,0,0,16,0,0,0
FG11310C,34,Female,13,<2 miles,0,0,16,1,0,0
FG11311T,42,Male,6,<2 miles,0,0,2,0,0,0
FG11312D,48,Male,17,2-4 miles,0,0,8,0,1,0
FG11313G,39,Female,19,>4 miles,0,0,23,0,1,0
FG11314S,36,Male,9,<2 miles,0,0,13,1,1,0
FG11315U,21,Male,9,<2 miles,0,0,8,1,0,0
FG11316X,24,Male,3,<2 miles,0,1,24,1,0,0
FG11317F,30,Female,3,<2 miles,0,0,11,1,0,0
FG11318M,28,Female,0,<2 miles,0,0,18,1,0,0
FG11319W,32,Female,4,<2 miles,0,0,8,1,0,0
FG11320H,35,Female,10,2-4 miles,0,0,25,0,0,0
FG11321L,41,Female,7,<2 miles,0,1,12,0,0,0
FG11322X,35,Male,11,2-4 miles,0,0,21,0,0,0
FG11323Z,39,Female,14,2-4 miles,0,1,17,1,0,0
FG11324V,33,Male,23,>4 miles,1,1,12,1,0,1
FG11325C,21,Female,8,2-4 miles,0,0,5,1,0,0
FG11326E,27,Female,15,2-4 miles,0,0,6,0,0,0
FG11327Y,34,Female,10,2-4 miles,0,1,12,0,0,0
FG11328W,21,Male,3,<2 miles,0,1,24,1,0,0
FG11329Y,40,Male,11,<2 miles,0,1,10,0,0,0
FG11330R,49,Female,14,>4 miles,0,1,24,0,0,0
FG11331B,48,Female,17,2-4 miles,0,0,24,1,0,1
FG11332H,32,Female,11,<2 miles,1,0,17,1,0,0
FG11333W,48,Male,24,>4 miles,0,0,5,1,0,1
FG11334G,36,Female,42,>4 miles,1,0,7,0,1,1
FG11335F,32,Female,11,<2 miles,0,0,9,1,0,0
FG11336K,30,Female,10,2-4 miles,0,0,2,1,0,0
FG11337Y,32,Female,8,<2 miles,0,0,23,0,0,0
FG11338P,32,Female,0,<2 miles,0,1,7,1,0,0
FG11339V,36,Female,18,2-4 miles,0,0,7,0,0,0
FG11340W,33,Female,0,<2 miles,0,0,13,1,1,0
FG11341S,35,Female,11,2-4 miles,0,0,16,0,0,0
FG11342V,39,Male,6,2-4 miles,1,0,13,0,0,0
FG11343M,46,Male,4,<2 miles,0,0,12,1,0,0
FG11344C,44,Female,17,2-4 miles,0,1,22,0,0,0
FG11345Y,19,Female,9,2-4 miles,0,0,21,0,0,0
FG11346M,19,Female,12,<2 miles,0,0,18,0,0,0
FG11347J,45,Female,15,>4 miles,0,0,18,0,0,1
FG11348Y,44,Male,38,2-4 miles,1,0,21,1,1,1
FG11349D,33,Female,18,>4 miles,0,0,7,0,0,0
FG11350C,24,Female,15,2-4 miles,0,0,20,0,0,0
FG11351M,18,Male,11,<2 miles,0,0,11,1,0,0
FG11352O,40,Male,7,2-4 miles,0,0,18,1,1,0
FG11353C,42,Female,4,<2 miles,0,0,24,0,0,0
FG11354D,29,Male,10,2-4 miles,0,0,18,1,0,0
FG11355B,19,Female,19,2-4 miles,0,0,15,0,0,0
FG11356Y,30,Male,8,2-4 miles,0,1,19,1,1,0
FG11357O,40,Female,10,>4 miles,0,0,19,0,0,0
FG11358X,22,Female,18,2-4 miles,0,0,14,1,0,0
FG11359N,36,Female,8,2-4 miles,0,0,1,0,0,0
FG11360N,30,Male,15,<2 miles,1,1,21,1,1,0
FG11361I,41,Female,25,>4 miles,0,0,20,0,0,0
FG11362V,35,Male,17,>4 miles,0,0,18,0,0,0
FG11363M,24,Male,2,<2 miles,0,0,10,1,0,0
FG11364D,46,Female,5,<2 miles,0,1,15,0,0,0
FG11365J,33,Female,8,2-4 miles,0,0,14,1,0,0
FG11366M,35,Female,11,2-4 miles,0,0,14,0,0,0
FG11367A,24,Male,9,2-4 miles,0,0,10,0,0,0
FG11368R,29,Female,5,<2 miles,0,0,7,1,0,0
FG11369I,26,Male,14,>4 miles,0,0,10,1,0,0
FG11370L,34,Female,17,>4 miles,1,1,12,1,0,1
FG11371D,30,Female,17,2-4 miles,1,1,7,0,0,0
FG11372F,20,Female,5,<2 miles,0,0,3,1,0,0
FG11373J,17,Female,4,<2 miles,1,1,19,1,0,0
FG11374J,49,Male,11,<2 miles,1,0,18,0,0,0
FG11375L,32,Male,1,<2 miles,0,0,14,1,0,0
FG11376R,29,Male,14,<2 miles,0,0,17,1,0,0
FG11377E,43,Male,16,2-4 miles,0,0,15,1,0,0
FG11378I,28,Male,4,<2 miles,1,0,7,0,0,0
FG11379P,24,Female,0,<2 miles,0,0,8,1,0,0
FG11380X,39,Male,1,<2 miles,0,0,23,0,0,0
FG11381S,31,Female,19,2-4 miles,0,1,6,0,0,0
FG11382Z,57,Male,27,2-4 miles,0,0,11,0,0,1
FG11383K,28,Female,4,<2 miles,0,0,8,0,0,0
FG11384H,43,Female,6,2-4 miles,0,0,5,0,0,0
FG11385F,37,Female,11,<2 miles,1,0,13,0,0,0
FG11386V,48,Male,20,>4 miles,0,1,13,0,0,0
FG11387I,37,Female,13,>4 miles,0,0,6,0,0,0
FG11388W,35,Female,37,2-4 miles,0,0,23,0,0,1
FG11389L,28,Male,13,>4 miles,0,0,10,0,0,0
FG11390B,39,Male,24,>4 miles,0,0,25,0,0,0
FG11391X,26,Male,19,>4 miles,1,0,16,1,0,0
FG11392U,29,Female,6,2-4 miles,0,0,12,0,0,0
FG11393O,35,Female,3,<2 miles,0,0,11,0,1,0
FG11394X,32,Female,2,<2 miles,1,0,16,1,1,0
FG11395C,37,Male,12,<2 miles,1,1,20,1,0,0
FG11396L,22,Male,7,2-4 miles,0,1,9,0,0,0
FG11397B,24,Female,10,<2 miles,0,0,8,1,1,0
FG11398T,49,Male,5,<2 miles,0,0,19,0,0,0
FG11399P,27,Female,2,<2 miles,0,0,18,1,0,0
FG11400E,24,Female,6,<2 miles,0,1,3,0,0,0
FG11401G,40,Male,13,2-4 miles,0,0,6,1,0,0
FG11402Q,46,Female,10,>4 miles,0,0,10,0,0,0
FG11403G,43,Male,10,2-4 miles,0,0,22,0,0,0
FG11404E,43,Female,5,2-4 miles,0,0,22,1,1,0
FG11405Z,26,Male,12,2-4 miles,0,0,6,1,0,0
FG11406P,20,Female,13,<2 miles,0,0,20,1,0,0
FG11407Z,19,Male,9,<2 miles,0,0,8,0,0,0
FG11408D,34,Male,23,>4 miles,0,0,3,1,0,0
FG11409A,33,Female,13,<2 miles,0,0,4,1,1,0
FG11410X,48,Male,4,<2 miles,0,1,9,0,0,0
FG11411O,39,Female,15,2-4 miles,0,0,8,1,0,0
FG11412Q,37,Male,8,<2 miles,0,0,5,1,0,0
FG11413C,38,Female,1,<2 miles,0,1,12,0,0,0
FG11414H,55,Male,23,>4 miles,0,0,25,1,0,1
FG11415Z,45,Female,6,<2 miles,0,0,20,0,0,0
FG11416X,36,Male,9,<2 miles,1,0,15,0,0,0
FG11417M,37,Male,3,<2 miles,0,0,13,1,0,0
FG11418W,24,Male,11,2-4 miles,0,0,10,1,0,0
FG11419C,40,Female,16,>4 miles,0,1,10,0,0,0
FG11420R,40,Male,1,<2 miles,0,0,19,0,0,0
FG11421J,47,Female,2,2-4 miles,0,0,18,0,0,1
FG11422S,31,Female,8,<2 miles,1,0,13,0,0,0
FG11423M,26,Male,9,<2 miles,0,0,4,1,1,0
FG11424L,22,Female,12,<2 miles,0,0,4,1,0,0
FG11425Z,41,Male,10,2-4 miles,0,0,24,0,0,1
FG11426N,24,Male,2,<2 miles,0,0,12,1,0,0
FG11427Z,47,Female,18,2-4 miles,0,0,23,1,0,1
FG11428Z,31,Female,18,2-4 miles,0,0,22,1,0,0
FG11429I,33,Female,14,2-4 miles,0,0,10,1,0,0
FG11430A,37,Female,17,2-4 miles,0,0,12,0,0,0
FG11431B,44,Male,6,>4 miles,0,0,23,0,0,0
FG11432M,42,Male,1,<2 miles,0,0,19,0,0,0
FG11433T,46,Female,30,>4 miles,0,0,9,1,0,1
FG11434F,32,Female,22,2-4 miles,0,0,24,1,0,0
FG11435S,37,Female,19,2-4 miles,1,1,18,0,0,0
FG11436G,34,Female,3,<2 miles,0,0,19,1,0,0
FG11437Z,25,Male,5,<2 miles,0,1,9,1,0,0
FG11438T,38,Male,10,<2 miles,0,0,21,0,0,0
FG11439I,43,Male,9,<2 miles,0,0,8,0,0,0
FG11440T,41,Male,35,>4 miles,0,0,4,0,0,1
FG11441B,47,Female,11,>4 miles,0,0,1,0,0,0
FG11442F,37,Female,14,2-4 miles,0,0,17,0,1,0
FG11443P,19,Female,4,<2 miles,0,0,20,1,0,0
FG11444F,37,Male,17,<2 miles,0,0,7,1,0,0
FG11445P,29,Male,9,>4 miles,1,0,19,0,0,0
FG11446O,29,Female,6,<2 miles,0,0,6,0,0,0
FG11447B,39,Male,12,<2 miles,0,0,10,0,0,0
FG11448E,46,Female,10,2-4 miles,0,0,6,0,1,0
FG11449S,33,Female,29,2-4 miles,0,0,23,0,0,1
FG11450G,38,Male,7,<2 miles,0,0,23,0,0,0
FG11451A,27,Female,21,>4 miles,0,0,23,0,0,0
FG11452Y,38,Male,0,<2 miles,1,0,22,1,1,0
FG11453Z,23,Female,11,<2 miles,1,0,6,0,0,0
FG11454O,41,Female,3,<2 miles,0,0,19,0,1,0
FG11455V,19,Male,12,<2 miles,0,0,23,1,0,0
FG11456R,44,Male,15,<2 miles,0,0,11,0,0,0
FG11457C,38,Female,25,>4 miles,0,1,5,0,0,0
FG11458O,47,Female,3,<2 miles,0,0,11,0,1,0
FG11459G,42,Male,24,>4 miles,0,0,24,0,0,0
FG11460L,34,Female,15,>4 miles,0,1,7,1,0,0
FG11461N,22,Male,5,<2 miles,0,0,19,1,0,0
FG11462S,31,Male,16,>4 miles,0,0,22,1,0,0
FG11463P,26,Male,9,<2 miles,0,0,1,1,0,0
FG11464T,35,Male,22,2-4 miles,1,0,11,0,0,1
FG11465R,41,Male,7,<2 miles,0,0,19,0,1,0
FG11466U,50,Female,19,2-4 miles,0,0,13,0,0,1
FG11467W,40,Male,11,<2 miles,0,0,15,1,0,0
FG11468E,22,Male,24,>4 miles,0,0,9,0,0,0
FG11469D,39,Male,11,>4 miles,1,0,2,0,0,0
FG11470G,45,Female,4,<2 miles,0,0,15,0,0,0
FG11471L,31,Female,14,<2 miles,0,0,11,0,0,0
FG11472Z,33,Male,9,<2 miles,0,0,9,1,1,0
FG11473P,34,Male,36,>4 miles,0,0,17,0,0,1
FG11474G,28,Male,2,<2 miles,0,1,9,1,0,0
FG11475L,42,Male,9,2-4 miles,0,0,12,0,0,0
FG11476V,33,Male,12,<2 miles,1,1,11,1,0,0
FG11477J,40,Female,11,<2 miles,0,0,21,1,1,0
FG11478G,25,Male,2,<2 miles,0,0,9,1,0,0
FG11479B,30,Female,9,<2 miles,0,0,18,1,0,0
FG11480I,40,Male,10,2-4 miles,0,0,17,0,0,0
FG11481V,30,Female,22,>4 miles,0,0,6,0,1,0
FG11482O,40,Female,1,<2 miles,0,0,23,0,1,0
FG11483D,33,Female,10,2-4 miles,0,1,15,0,0,0
FG11484M,37,Male,5,<2 miles,0,1,8,1,0,0
FG11485Q,46,Male,19,2-4 miles,0,0,16,1,1,0
FG11486H,20,Male,1,<2 miles,0,0,13,0,0,0
FG11487N,18,Female,13,2-4 miles,0,0,12,1,0,0
FG11488H,19,Male,16,<2 miles,0,0,21,0,0,0
FG11489Q,47,Female,13,<2 miles,0,0,13,0,0,0
FG11490Q,29,Female,5,2-4 miles,0,0,23,0,0,0
FG11491I,61,Male,19,>4 miles,0,0,19,0,0,1
FG11492J,29,Female,0,<2 miles,0,0,18,0,0,0
FG11493H,37,Male,12,<2 miles,0,0,2,1,0,0
FG11494H,34,Male,12,<2 miles,0,0,14,0,1,0
FG11495U,29,Male,6,<2 miles,0,1,2,0,0,0
FG11496O,29,Male,13,<2 miles,0,1,25,1,0,0
FG11497V,46,Female,7,<2 miles,0,0,2,0,0,0
FG11498P,45,Male,5,<2 miles,0,0,2,0,1,0
FG11499K,40,Male,15,2-4 miles,0,0,4,0,0,0
FG11500G,42,Female,22,>4 miles,0,0,15,0,0,0
FG11501P,29,Female,14,<2 miles,0,0,17,0,0,0
FG11502F,28,Male,10,<2 miles,0,0,12,0,1,0
FG11503Y,33,Female,8,<2 miles,0,0,7,1,1,0
FG11504I,31,Female,28,<2 miles,0,0,1,0,0,0
FG11505D,30,Male,11,2-4 miles,0,0,22,0,0,0
FG11506U,41,Male,15,<2 miles,0,0,3,1,0,0
FG11507R,44,Male,0,<2 miles,0,0,10,0,0,0
FG11508N,36,Female,3,<2 miles,0,1,16,0,0,0
FG11509A,36,Female,8,<2 miles,0,0,16,1,0,0
FG11510Q,22,Female,22,>4 miles,0,0,3,0,0,0
FG11511I,32,Male,17,>4 miles,0,0,15,0,0,0
FG11512V,36,Male,30,>4 miles,0,0,17,0,0,1
FG11513Z,19,Male,10,2-4 miles,0,0,15,0,0,0
FG11514S,36,Male,4,<2 miles,0,0,23,0,0,0
FG11515U,34,Female,5,<2 miles,0,0,14,1,1,0
FG11516U,24,Female,19,>4 miles,0,0,17,0,0,0
FG11517T,40,Male,11,2-4 miles,0,0,15,1,0,0
FG11518A,23,Female,11,<2 miles,0,0,22,1,0,0
FG11519D,25,Male,6,>4 miles,0,1,18,0,1,0
FG11520T,48,Male,18,2-4 miles,1,0,6,0,0,0
FG11521M,40,Male,20,2-4 miles,0,0,8,1,1,0
FG11522U,40,Male,25,>4 miles,0,0,19,1,0,1
FG11523C,25,Male,5,<2 miles,0,0,3,1,0,0
FG11524D,32,Male,8,<2 miles,0,0,11,1,0,0
FG11525Z,45,Male,15,>4 miles,0,0,12,0,0,0
FG11526R,32,Male,9,2-4 miles,0,0,16,1,1,0
FG11527D,21,Female,3,<2 miles,0,0,25,1,1,0
FG11528N,32,Male,12,2-4 miles,0,0,8,0,0,0
FG11529R,23,Female,19,2-4 miles,0,0,1,0,0,0
FG11530A,36,Male,13,<2 miles,0,0,4,1,0,0
FG11531C,17,Male,12,<2 miles,0,0,8,1,0,0
FG11532E,38,Male,23,2-4 miles,0,0,14,0,0,0
FG11533S,31,Male,5,2-4 miles,0,0,6,0,0,0
FG11534J,51,Female,10,2-4 miles,0,0,23,1,0,1
FG11535O,19,Male,15,>4 miles,0,0,16,0,0,0
FG11536J,39,Female,10,<2 miles,0,0,2,0,0,0
FG11537C,28,Female,2,<2 miles,0,0,15,1,0,0
FG11538E,24,Female,17,>4 miles,0,0,25,0,0,0
FG11539N,18,Female,7,<2 miles,0,0,25,0,0,0
FG11540X,34,Female,12,2-4 miles,0,0,8,0,0,0
FG11541E,29,Male,14,2-4 miles,0,0,17,0,0,0
FG11542L,19,Female,14,2-4 miles,1,1,1,1,0,0
FG11543Z,31,Male,1,<2 miles,0,0,20,1,1,0
FG11544L,52,Male,22,2-4 miles,0,0,16,0,0,1
FG11545W,38,Male,26,>4 miles,0,0,6,0,0,0
FG11546R,27,Female,2,2-4 miles,0,0,8,0,0,0
FG11547P,38,Female,1,<2 miles,0,0,23,1,0,0
FG11548V,41,Male,1,<2 miles,0,0,9,1,0,0
FG11549Y,46,Female,2,<2 miles,0,0,22,0,0,0
FG11550M,33,Male,42,>4 miles,0,1,12,0,0,1
FG11551H,32,Male,6,<2 miles,0,0,5,0,0,0
FG11552E,27,Male,22,>4 miles,0,0,15,1,0,0
FG11553U,26,Male,16,2-4 miles,0,1,10,1,0,0
FG11554J,31,Male,8,2-4 miles,0,0,13,1,0,0
FG11555Z,39,Female,12,2-4 miles,0,1,11,0,0,0
FG11556S,45,Female,6,<2 miles,0,0,6,0,0,0
FG11557F,26,Male,25,>4 miles,0,1,17,0,0,0
FG11558W,25,Female,6,<2 miles,0,1,9,1,0,0
FG11559O,32,Female,12,<2 miles,0,1,18,1,1,0
FG11560K,34,Female,6,<2 miles,0,0,8,0,0,0
FG11561I,28,Female,26,>4 miles,0,1,15,0,0,0
