Code,Income,Credit_Score,Loan,Age,Default
1011,69760.91098,729.9160904,16708.7696,40,0
1012,52963.99407,686.6773907,8508.370302,46,0
1013,81128.91309,650.4391827,2395.764967,36,0
1014,39662.18273,638.1158342,15744.04381,26,0
1015,76039.45705,653.8304535,13930.36767,64,0
1016,52968.66175,624.4118221,10115.2713,43,0
1017,40228.72995,544.7625247,6496.863752,62,0
1018,42741.71249,752.1088955,11326.28393,57,0
1019,45194.79038,657.76625,14027.54258,28,0
1020,56362.4892,669.9073633,18329.38912,26,0
1021,57842.53232,647.1046125,15943.15541,57,0
1022,41394.49994,613.24416,23040.33624,42,1
1023,49634.68112,640.703776,9821.97972,26,0
1024,82134.05538,570.0302619,19405.29446,52,0
1025,75913.14755,763.8543249,15236.49372,37,0
1026,56544.85505,588.2744001,18473.34562,58,0
1027,50570.05217,598.4016858,12817.42568,37,0
1028,51800.4699,627.9870398,20358.40187,57,0
1029,59202.76959,714.4037862,16476.12379,43,0
1030,34658.11152,650.72545,11602.77508,33,0
1031,46139.35194,588.1932102,14939.87986,52,0
1032,24971.23889,712.716918,13802.22071,42,0
1033,55988.34684,686.5500313,17445.89175,27,0
1034,59707.9391,676.9217479,9101.116253,42,0
1035,42752.20307,685.7867121,14853.24149,41,0
1036,73609.80145,769.718095,16976.53626,26,0
1037,31613.51505,759.2547448,15165.11654,34,0
1038,28034.3768,615.6642328,21734.70622,36,0
1039,53366.77728,731.1942496,18870.11387,23,0
1040,65706.47454,669.1584095,14962.59602,29,0
1041,75258.91537,674.9547908,16083.44549,41,0
1042,43116.73606,565.3864584,16478.32776,50,0
1043,66180.2125,641.4807117,17016.49802,50,0
1044,49422.37296,609.3588205,5871.710022,62,0
1045,47410.5905,691.4029407,13492.36852,62,0
1046,63254.89906,703.554025,7577.804659,52,0
1047,59784.84318,546.2756824,21391.40474,43,0
1048,26354.11765,648.8982568,14695.7524,23,0
1049,72148.10525,706.0930752,14033.29525,21,1
1050,70701.37031,640.6660519,19483.98666,23,1
1051,40616.55948,686.4531823,17111.62399,57,0
1052,55937.053,667.5582734,9356.827428,27,0
1053,57410.45279,667.0830116,14645.47319,23,0
1054,53910.10649,636.4342511,13324.16513,56,0
1055,41745.42269,589.1709598,6277.335557,23,11
1056,39925.64948,593.9234926,11548.61883,24,0
1057,49616.68894,685.4676257,14082.29839,51,0
1058,67590.93529,650.9729128,14425.24534,22,0
1059,58154.00232,643.0743878,7588.842882,34,0
1060,44440.78502,628.8054979,20758.32792,57,0
1061,61575.48066,634.7405577,14489.48471,51,0
1062,7271.860691,702.3455897,15187.76538,22,0
1063,67231.48551,633.2377959,17003.20819,51,0
1064,23904.29332,582.9467643,11059.61873,63,0
1065,44563.38588,687.1825888,17281.77987,42,0
1066,33204.95158,639.7561668,13164.62677,30,0
1067,30579.77786,651.5697933,10517.0723,50,0
1068,67412.40181,730.3789153,17867.23747,53,0
1069,42984.48198,648.9719721,22458.36929,39,0
1070,55197.55823,664.4591837,18624.14687,45,0
1071,49296.19132,591.0538254,19614.88783,21,1
1072,57155.61241,639.0165274,12396.84697,52,0
1073,51152.32837,680.4763023,7011.901354,45,0
1074,30755.11664,572.2313133,22450.68761,61,1
1075,64944.00229,660.0422547,25272.57445,37,1
1076,42593.65125,655.0395536,22714.03387,34,0
1077,26651.27152,652.0643728,13321.07031,33,0
1078,43578.27259,701.8579449,9226.828306,58,1
1079,72511.39686,666.7219257,9671.586511,59,0
1080,62753.32613,723.9035949,6581.337162,22,1
1081,44770.21798,600.3205242,14463.10691,52,0
1082,44761.13444,656.7962284,23028.38979,52,1
1083,45175.47423,654.2233393,14291.68684,60,0
1084,81151.21975,596.5372753,16511.6145,26,0
1085,55729.03178,697.8147501,21877.98482,45,0
1086,56450.62471,766.2336653,12979.52344,23,0
1087,65454.25181,649.1496963,25177.65728,38,1
1088,53581.83739,675.2510544,24960.47204,58,1
1089,46114.36781,654.2259238,14344.44331,63,0
1090,47054.75226,614.3207665,12112.32868,23,0
1091,48925.98111,558.9619861,18486.19023,25,0
1092,49441.66645,614.7113258,13262.37529,44,0
1093,60914.44315,580.402081,9217.223915,54,0
1094,50779.18829,735.2051039,21406.19327,59,0
1095,60989.60116,644.2445153,21082.23694,44,0
1096,48789.2513,632.7040335,15777.55802,56,0
1097,51179.52785,694.4576912,8685.676231,48,0
1098,20026.98973,593.9124449,8852.368744,54,0
1099,63744.91512,611.6567981,15536.14644,36,0
1100,55197.32714,653.4036135,12500.64483,56,0
1101,64970.15165,701.4384496,13294.53534,27,0
1102,6556.169327,675.0842523,20109.81578,38,0
1103,81325.62057,662.4162571,18665.89659,26,0
1104,47906.15558,653.9058868,21890.7134,48,0
1105,66622.74225,670.0117928,10046.88388,59,0
1106,34401.41109,660.0826453,13284.04216,54,0
1107,59191.60858,598.5013863,18794.90848,61,0
1108,34198.76655,652.3039611,17240.39171,49,0
1109,40643.46559,596.3155671,22661.90191,24,1
1110,78710.47031,654.0541271,17102.68353,34,0
1111,47139.76399,625.9676029,24240.54552,25,1
1112,53261.4931,776.9690811,17700.08901,45,0
1113,63051.01596,648.0052808,20310.83724,59,0
1114,57435.22832,579.7880217,13382.42527,28,0
1115,52256.28358,643.2909895,15071.43606,35,0
1116,55474.41504,675.9679373,19554.72202,39,0
1117,86051.23378,733.6681973,23064.89085,31,0
1118,49135.71804,620.52738,18646.18475,40,0
1119,53016.4857,570.8786013,14584.14114,56,0
1120,65759.81594,690.8418506,21886.67515,38,0
1121,66582.88899,580.9700647,4040.106719,34,0
1122,67805.45458,628.1922279,7888.827492,58,0
1123,59580.95333,637.1189757,18408.17112,45,0
1124,32854.92631,646.5183273,15070.54178,36,0
1125,74501.47298,684.4582229,18027.56826,38,0
1126,32804.8191,615.8182859,15322.03761,21,1
1127,54539.53198,636.3135374,17854.72847,60,0
1128,38685.86225,649.2864824,10927.9859,21,0
1129,49037.9248,657.4798979,17852.43043,21,0
1130,54931.43615,654.8913587,19972.07264,41,0
1131,54820.35823,671.8002888,21102.75302,45,0
1132,56328.81131,692.1919755,25067.77147,47,1
1133,74205.66904,669.6317058,16220.49222,30,0
1134,56803.01452,672.6792762,16369.55543,32,0
1135,46337.65047,570.8888417,7384.137679,48,0
1136,64461.30752,652.511385,12342.94299,52,0
1137,67842.05733,673.9753774,14034.58963,53,0
1138,31585.88277,686.4470597,20251.59776,28,0
1139,58961.00105,615.3824613,11944.99438,62,0
1140,60517.59113,617.0480363,18981.7001,46,0
1141,45536.54745,621.2949662,14991.89142,62,0
1142,70635.6022,676.820695,14114.15942,61,0
1143,47749.16619,701.6940527,16244.46985,22,0
1144,51883.6468,629.6269946,13044.21814,55,0
1145,47403.92264,695.3981157,12854.81376,54,0
1146,50233.68571,656.1739905,6476.070471,26,0
1147,33555.8737,643.7857111,13760.22896,51,0
1148,28399.23676,639.4307885,12600.15927,43,0
1149,73917.57595,687.3305682,12420.09505,32,0
1150,37295.57978,666.2788908,17084.36531,48,0
1151,35129.11476,763.7912714,18293.15976,35,0
1152,17699.1483,607.3887679,16160.97252,39,0
1153,40415.57378,675.9050851,19977.07595,32,0
1154,30153.6531,623.5399495,17877.80963,22,0
1155,74630.2274,606.5356507,13524.71905,31,0
1156,65147.25634,649.4566431,12685.71857,64,0
1157,39677.74482,656.867624,16564.11118,57,0
1158,83786.53708,795.9086778,17868.83555,58,0
1159,64726.4823,640.7927092,21989.22154,45,0
1160,45127.52925,593.4910635,20955.86522,63,0
1161,12508.91428,663.6505359,12292.63497,41,0
1162,84364.13859,546.2679981,14489.9686,62,0
1163,29156.413,645.4021609,18355.08902,56,0
1164,25319.0188,650.8012641,20339.98889,29,0
1165,65338.55648,689.7300191,19694.84734,32,0
1166,86596.2861,698.6811125,14680.61084,30,0
1167,70764.09228,624.8215191,8729.886738,25,0
1168,58458.6368,642.4692993,10005.31812,53,0
1169,58921.31512,611.6939585,16363.16757,25,0
1170,62801.23338,593.5968723,16711.1279,36,0
1171,61383.92885,665.494739,9506.603133,57,0
1172,54217.87136,586.3207226,15222.84805,57,0
1173,51563.01656,629.268655,18156.12178,49,0
1174,49061.10308,600.241302,9243.866712,38,0
1175,38690.53117,677.4841593,20524.98601,49,0
1176,45789.87385,740.071505,13112.34426,26,0
1177,24605.64779,584.9206009,21288.06556,38,0
1178,48524.9056,557.3490759,12332.73777,52,0
1179,35171.13339,643.7556557,9866.872586,62,1
1180,33446.16024,650.7848898,12709.31505,51,0
1181,52698.41227,660.9329653,14524.25938,31,0
1182,70880.0343,627.6839742,13057.60047,46,0
1183,63774.74909,639.9680351,13919.99289,48,0
1184,26442.49095,668.3755205,16669.82575,47,0
1185,35155.57795,702.0215446,14144.10315,39,0
1186,64111.56782,552.2475615,14669.43803,47,0
1187,35262.6891,631.553028,6453.868004,40,0
1188,46630.50275,660.6904397,16958.49008,23,0
1189,58250.78149,604.1011948,14553.98351,36,0
1190,35474.83318,736.5584816,23051.4649,59,0
1191,51580.63259,618.229506,10302.17416,64,0
1192,29989.61758,647.9353656,5958.523358,49,0
1193,40979.48534,677.8011048,18090.34247,35,0
1194,54796.72901,620.4357606,16732.63509,50,0
1195,26105.094,557.6713476,9957.834897,60,0
1196,56607.12107,628.5672737,7351.255225,21,0
1197,49705.43302,701.4720278,22686.98365,49,0
1198,58287.34932,633.1552437,22070.55195,50,0
1199,53358.71201,607.6782849,2562.716206,60,0
1200,70462.10645,696.2836105,12708.88485,52,0
1201,51878.36754,633.4612552,23320.96027,30,1
1202,43558.91688,624.4919593,12619.68721,47,0
1203,51834.46255,657.4728045,12546.93883,28,0
1204,58149.47044,688.5375105,13586.20336,56,0
1205,50732.90105,769.0856766,9395.515131,62,0
1206,50608.87537,691.3618054,6476.121279,55,0
1207,39470.12468,707.9919983,20262.73655,56,0
1208,40056.48624,624.7016901,5785.315469,56,0
1209,28960.92092,598.7065947,16236.35726,45,0
1210,76243.65115,653.1165675,19432.89746,40,0
1211,31342.05147,655.3584958,7743.868505,37,0
1212,39606.42203,596.0743629,10378.65799,43,0
1213,39223.89102,641.2352735,21065.89594,45,0
1214,63423.86565,669.9658801,17664.4586,51,0
1215,45575.75483,668.0196698,11913.57147,26,0
1216,68716.13109,675.2143927,21011.24502,55,0
1217,39897.64064,664.5482365,21032.67862,24,0
1218,54184.91243,624.649567,16345.26347,60,0
1219,37469.7942,624.3049687,10499.19886,40,0
1220,82177.23692,590.0524301,12932.75648,61,0
1221,32186.02371,739.238752,16431.93372,21,0
1222,54647.31065,650.6725182,14057.02585,46,0
1223,59506.65321,638.7573472,19694.78589,54,0
1224,56206.98646,603.5603959,7351.129599,30,0
1225,47220.68512,796.7828951,7528.682355,43,0
1226,48052.6895,596.3335984,15904.35556,44,0
1227,50657.17208,628.5576037,12542.27793,33,0
1228,47794.96998,670.7918418,11864.75693,49,0
1229,64458.18675,680.0106483,6159.716404,47,0
1230,83157.84502,697.8966028,15097.72922,51,0
1231,41637.62322,740.3804254,14736.22446,63,0
1232,29452.95531,675.3078828,18267.39491,30,0
1233,48675.76927,597.19846,15344.53067,51,0
1234,88695.64006,637.1527437,14336.97961,59,0
1235,37944.88148,665.3916186,20885.00318,30,0
1236,74586.75208,753.4113021,8437.663483,44,0
1237,75165.51221,580.1097261,17681.94609,53,0
1238,41696.17637,710.1288253,6644.264176,34,0
1239,58534.74619,658.9957185,10808.1906,55,0
1240,74425.94935,691.8915268,8936.714337,54,0
1241,44313.08389,644.9002642,18909.71268,37,0
1242,46946.2946,607.8783685,14672.94883,41,0
1243,41274.78629,687.543639,14932.48378,52,0
1244,34778.64904,682.7215514,9466.335061,23,0
1245,40260.83682,698.6028483,13501.53252,35,0
1246,31640.896,649.3347682,11182.67348,28,0
1247,50511.25202,620.0088988,16917.27507,52,0
1248,38450.40153,572.0606502,10044.54432,58,0
1249,53506.78868,690.9686634,21648.97183,46,0
1250,26661.56531,671.1944741,6622.097752,50,0
1251,54963.20348,601.7108684,10967.40084,29,0
1252,62502.93442,623.0713163,23386.00255,52,1
1253,20093.96536,626.6620594,12824.30626,31,0
1254,55610.84855,575.8507784,8425.606678,42,0
1255,68415.03489,609.1158802,16095.35781,54,0
1256,31855.38472,593.3084822,12623.03879,61,0
1257,75088.5858,629.3760494,10820.64872,38,0
1258,56285.28514,613.0651251,9520.645946,39,0
1259,39424.82216,568.649754,28841.86803,38,1
1260,49163.46384,751.1295115,13742.2405,57,0
1261,58374.90369,712.6270366,5372.163198,38,0
1262,51140.08087,611.0490289,22468.5488,32,0
1263,58081.33989,663.6210698,18055.35453,24,0
1264,36189.8961,670.8732545,11167.66784,63,0
1265,52540.41236,709.5542927,10334.40456,47,0
1266,28794.28255,609.0697487,18367.36398,25,0
1267,48331.60908,704.6053392,13765.40836,26,0
1268,36441.38538,622.6047348,5370.110908,33,0
1269,38967.05086,583.2068798,23936.19982,43,1
1270,68541.39763,686.206828,12830.04769,62,0
1271,66369.65181,714.5379212,22477.85868,45,0
1272,59137.07181,779.3954487,21392.17479,24,0
1273,33615.30853,590.0137367,9994.952278,52,0
1274,45253.87325,684.9459843,20165.94932,64,0
1275,68196.4655,629.5099378,11742.78725,35,0
1276,52125.7537,689.1679355,5666.497066,46,0
1277,84789.9431,576.4755224,12877.00917,62,0
1278,55899.76759,586.8615112,16988.18751,31,0
1279,52880.73675,611.2062588,12686.31676,29,0
1280,45363.25304,653.9482023,13464.7583,31,0
1281,52003.11357,617.9459367,20717.83022,22,1
1282,47712.95245,682.9527172,15532.4699,47,0
1283,60621.63015,701.3447309,10783.50844,46,0
1284,64350.53475,679.9788771,18510.15162,28,0
1285,38210.15809,730.939382,15988.37783,41,0
1286,30031.5057,670.7913315,2391.975993,41,0
1287,22456.9194,589.1551645,17141.76457,28,0
1288,57619.8699,718.1688257,16959.14354,21,0
1289,33449.50091,619.7421882,15100.60565,58,0
1290,17706.64111,695.520925,19458.50291,33,0
1291,55828.67907,728.6867108,11638.03208,29,0
1292,87394.99276,672.8344005,16682.49894,48,0
1293,49908.93633,575.1920593,7165.203144,26,0
1294,62577.36162,604.0893917,17035.45192,43,0
1295,51227.44038,716.1372233,24765.29848,56,1
1296,48516.6552,641.5438657,10025.71824,37,0
1297,63786.14724,653.9786767,11200.98934,29,0
1298,45645.88184,687.9412208,11449.92279,32,0
1299,54010.88471,684.8161431,15649.99113,42,0
1300,54825.46709,663.9399906,9684.818636,32,0
1301,39978.6432,639.5665814,17106.23689,26,0
1302,64880.63524,634.3665777,19234.19973,64,1
1303,47375.60365,692.8949413,17671.73607,29,0
1304,38663.82261,677.6784766,6157.922872,57,0
1305,58047.64765,637.135,19975.83833,23,0
1306,36522.98027,704.1056156,19686.83707,54,0
1307,50422.71736,643.5482942,19150.80686,28,0
1308,49863.21505,607.4168913,16864.21124,30,0
1309,66288.43349,612.0514651,16100.94657,61,0
1310,57120.47349,601.0629582,20161.94699,62,0
1311,49624.59562,636.3794992,24617.56744,63,1
1312,62266.49449,711.6862139,10234.79768,29,0
1313,70853.11324,609.7452409,20390.62698,34,0
1314,58367.1546,659.4237881,14568.91451,57,0
1315,50155.2893,617.1655327,14351.63474,47,0
1316,30322.45651,636.9845479,7317.346548,61,0
1317,34023.29505,574.4979394,13576.05295,52,0
1318,45421.62943,638.9730885,10013.67521,24,0
1319,40857.31697,640.314731,12680.72785,22,0
1320,47195.43046,677.0143972,9509.068081,53,0
1321,50849.74887,661.1640457,12755.45806,41,0
1322,57945.39132,590.0803938,12969.44821,21,0
1323,48942.51833,704.2099122,15483.77459,64,0
1324,57297.52466,660.515152,6926.250689,31,0
1325,50967.11622,659.9196759,7772.409261,21,0
1326,20368.0015,649.5408823,16809.57135,31,0
1327,35909.96909,624.1121276,11012.80941,27,0
1328,47838.68666,660.890117,20372.64895,22,0
1329,31854.57886,673.7794218,16126.34861,35,0
1330,58998.93095,562.6552154,18033.81075,28,0
1331,72961.26249,623.0619581,22053.4616,46,0
1332,68281.42778,637.2526515,13451.44594,60,0
1333,46798.35694,662.8085303,12127.56647,62,0
1334,72360.89205,709.6655503,19358.51293,55,0
1335,52230.01186,611.4129593,17547.56782,61,0
1336,44943.71043,625.1019077,14063.34845,61,0
1337,40798.96005,624.3732945,21957.28983,41,0
1338,45462.9547,609.9236205,13938.77845,58,0
1339,44177.34772,632.6406752,15163.86819,28,0
1340,52556.24334,688.540111,15106.11325,63,0
1341,52408.60972,597.3082252,10327.03053,52,0
1342,50045.6903,671.3907198,15387.92695,28,0
1343,56554.07255,564.9048885,21983.80089,64,1
1344,67859.69412,621.9331002,17224.84158,30,0
1345,64243.31203,633.525535,15155.31713,43,0
1346,27726.53047,733.7429836,14191.16359,24,0
1347,11691.18298,636.2598848,16654.33514,58,0
1348,64014.79867,539.9378263,18748.83314,50,0
1349,29496.81952,550.0555547,18046.19415,61,0
1350,46628.51897,651.7014793,13340.67569,43,0
1351,32448.30461,680.6885428,16623.90797,25,0
1352,22970.29344,668.7727929,17399.69871,41,0
1353,58121.94092,658.3785053,9964.025062,26,0
1354,61387.3274,708.1129799,15841.15271,37,0
1355,41352.34399,623.020439,4193.480568,45,0
1356,11134.36562,694.7455278,17412.66855,44,0
1357,41806.33328,568.3992557,18301.71527,42,0
1358,55877.06008,604.7526084,18737.73063,33,0
1359,27816.32647,559.6479303,13024.76574,37,0
1360,52750.3988,636.257735,16545.23418,34,0
1361,49770.35226,647.6869391,22119.76923,54,0
1362,58689.37249,655.7050746,22068.84824,46,0
1363,51793.70553,653.0941676,14854.1365,39,0
1364,35403.96589,603.6223335,15696.59815,46,0
1365,67948.57252,640.4879578,20554.55572,23,0
1366,47622.0564,575.1276666,7495.989924,22,0
1367,49590.43191,718.1614488,13384.62129,48,0
1368,36000.98061,634.8186964,21677.85228,22,0
1369,43350.76623,625.555694,19876.00271,42,0
1370,36727.95929,729.4470164,16846.31889,27,0
1371,47405.8091,587.8876733,7470.837973,24,0
1372,75675.6272,593.7206443,14750.44883,58,0
1373,29421.48286,595.1889838,12050.42302,59,0
1374,25796.57903,646.6064309,16655.19451,40,0
1375,72067.55491,671.5815815,10953.26658,26,0
1376,46860.14484,686.9837734,9871.383025,29,0
1377,39963.90892,778.5997659,4675.673612,51,0
1378,65598.57031,537.5283773,21109.02342,46,0
1379,40915.7669,680.4367795,13001.14744,56,0
1380,77390.1457,622.1434714,15785.72892,46,0
1381,60168.88807,620.6792426,14988.80942,48,0
1382,42681.32888,619.0113936,9662.830335,25,0
1383,82359.6232,604.5615165,8704.675443,30,0
1384,40914.27615,734.2262417,9973.42437,38,0
1385,61131.43058,692.1148664,11384.15781,35,0
1386,54489.38871,651.1597989,16833.03124,53,0
1387,69526.11934,717.5507876,11021.41168,25,0
1388,73422.66795,574.3735517,23732.45316,57,1
1389,50480.06224,583.4647434,20135.75518,60,0
1390,38698.73194,541.1016134,19041.79775,42,0
1391,56899.58214,615.029273,14401.70549,42,0
1392,39834.26945,658.0849263,22571.40368,42,0
1393,80200.80871,655.1429289,13909.97184,35,0
1394,52048.02997,657.4670956,14843.69293,37,0
1395,44520.17673,579.4471584,15849.8727,48,0
1396,52770.20459,690.1577371,18509.1152,42,0
1397,29793.10566,661.9813759,18184.5404,41,0
1398,35425.78942,686.6527141,12624.37361,62,0
1399,68006.20862,555.3618911,12335.0314,37,0
1400,40146.58582,665.5745429,18199.51479,25,0
1401,34296.33526,590.611738,18576.18292,38,0
1402,58049.79129,630.1338374,13033.24438,37,0
1403,67785.56232,676.7182449,7064.059652,24,1
1404,60784.29966,654.5546803,13963.41952,27,0
1405,64940.71529,607.423001,18117.62899,45,0
1406,38648.07367,650.3136578,24027.08423,57,1
1407,28672.84,573.4232342,9010.210188,60,0
1408,72520.00478,707.5133698,12867.14374,60,0
1409,45159.80242,639.735799,13052.98219,63,0
1410,46237.50475,705.9274972,21779.0267,29,0
1411,69922.91213,623.6734156,14825.2925,39,0
1412,58343.45014,623.8212006,10463.3672,29,0
1413,56838.31658,611.7906607,17793.47641,43,0
1414,82475.03517,693.8086966,12976.8074,51,0
1415,40347.22654,614.5284421,8878.063633,52,0
1416,63917.60192,682.2297716,10536.13346,51,0
1417,50855.19687,630.8773801,23670.20977,37,1
1418,54028.88418,551.201835,16921.04611,59,0
1419,72927.0264,621.4842966,15538.80028,42,0
1420,57617.53634,591.0445893,13750.53132,55,0
1421,58074.44119,651.6951362,16460.74421,50,0
1422,66087.61006,590.4796132,16401.17973,60,0
1423,44525.70906,696.298755,16460.84414,57,1
1424,37411.85499,645.446207,15574.22545,46,0
1425,34327.86209,641.1202003,19343.99169,26,0
1426,20504.65116,682.7946069,15115.52173,54,0
1427,80843.10695,698.1953467,10110.30582,52,0
1428,33451.87451,648.9950624,11937.88555,45,0
1429,46681.19565,611.439985,5104.906533,33,0
1430,45847.8005,561.3015192,25134.08558,58,1
1431,54611.10047,615.6975121,19313.77296,58,0
1432,62236.05819,619.1393877,10849.64752,22,0
1433,62907.10233,655.3528726,13590.77575,25,0
1434,41253.83842,632.7426559,11815.61763,31,0
1435,47493.17429,684.3966486,22712.73606,31,0
1436,54238.69926,619.3508364,7900.614179,44,0
1437,46269.63311,647.1479417,15572.38029,34,0
1438,74110.18364,709.1993722,14457.36079,50,0
1439,57364.62427,667.0912607,19134.19315,60,0
1440,61023.16679,646.9981229,14479.95386,64,0
1441,59943.21903,619.9027779,6208.955617,55,0
1442,67602.10786,618.3384302,13744.41083,41,0
1443,52715.32338,607.4693374,10139.18891,25,0
1444,30547.52078,622.9496567,15397.89773,58,0
1445,55995.31928,687.7832919,22170.88518,22,0
1446,40229.64659,638.9055864,6302.873779,60,0
1447,42070.74977,582.5113465,10998.88632,57,0
1448,58795.46028,738.4084647,12236.53523,54,0
1449,68574.24607,665.9982596,13091.84452,31,0
1450,50319.07365,579.65283,18700.62832,56,0
1451,54632.49519,627.9075536,14132.27791,31,0
1452,75533.22417,655.5443191,17079.01363,29,0
1453,53611.29769,735.2296047,11871.13478,26,0
1454,89025.24671,594.5943771,16149.62173,54,0
1455,58482.64468,698.802036,18888.98815,57,0
1456,23588.55861,719.9743213,11338.50225,52,0
1457,61300.12432,618.5672847,18906.7906,32,0
1458,55717.37577,636.1243191,15261.86384,52,0
1459,69346.29131,598.1845376,20227.3012,37,0
1460,60097.72027,639.8269429,13992.9005,24,1
1461,47923.16024,648.1705013,16906.22328,62,0
1462,31635.52646,682.9824999,14796.96884,53,0
1463,46864.65114,704.5091736,14518.93869,63,0
1464,37242.19319,612.5951968,16294.65214,63,0
1465,41292.14825,551.6337468,17684.03735,29,0
1466,58828.67607,648.937761,8752.17544,54,0
1467,75048.56757,664.6768765,22168.16804,59,0
1468,55920.07295,662.4708844,5701.684797,50,0
1469,32061.75407,633.6663376,11575.93945,40,0
1470,56669.04002,656.237605,14528.65465,59,0
1471,67949.4723,725.7722404,17061.77985,43,0
1472,40853.25644,669.0867084,22880.86264,61,1
1473,47989.7425,631.3315787,5708.542559,64,0
1474,50220.32292,624.9901091,12461.52936,55,0
1475,38226.5253,641.5073821,4365.832561,43,0
1476,59724.20651,731.8369981,15158.10987,59,0
1477,48185.77777,640.8349645,16358.41792,43,0
1478,56292.98666,649.0102828,22953.97871,57,1
1479,36687.61733,625.8843215,15603.1738,43,0
1480,43438.1255,704.9491679,20220.12565,59,0
1481,60835.72037,747.9918627,17919.18541,48,0
1482,44407.50272,672.5306525,12823.75901,39,0
1483,75904.45777,654.1386452,7955.196266,50,0
1484,44005.45722,651.8391417,16375.01149,41,0
1485,53370.27089,530.7846606,7539.489914,44,0
1486,63988.86248,687.2575432,21476.03536,41,0
1487,28724.51401,656.7083208,14189.68949,46,0
1488,23587.86782,671.4171025,20975.88706,56,0
1489,27115.15528,614.4268903,12598.92783,46,0
1490,68938.76155,630.7771561,16344.25393,53,0
1491,41722.12781,629.4487532,16046.74429,56,0
1492,88372.98929,701.0811492,14774.77941,24,0
1493,41536.28602,631.0620082,12836.70243,29,0
1494,52768.26955,754.1330161,16962.28009,28,0
1495,73131.64929,671.543121,10369.18368,22,0
1496,80091.39332,586.215867,8952.823355,49,0
1497,80922.55365,643.5726853,21214.13447,43,0
1498,68125.49346,617.4162439,18635.83994,26,0
1499,65360.93789,540.2808765,15329.45804,63,0
1500,58887.90424,729.973547,23325.71191,56,0
1501,61675.41614,685.1571271,13661.17241,41,0
1502,41732.21426,676.6603659,21613.5161,42,0
1503,37727.01675,658.270183,15877.87042,29,0
1504,49949.38314,580.8991216,9876.24625,54,0
1505,47447.23066,625.819143,24240.20096,46,1
1506,43201.57926,692.0890387,19953.55423,21,1
1507,60445.81171,597.4389985,14394.89484,56,0
1508,64329.57813,523.4115342,18635.8563,64,0
1509,51326.10329,638.6446996,12981.48283,25,0
1510,72162.95122,642.9121223,19145.74518,61,0
1511,32874.66329,656.7781708,3044.607174,42,0
1512,47095.10811,686.4259322,9900.993332,24,0
1513,39247.66519,681.8802906,19896.29872,22,0
1514,22001.95074,662.9384903,13751.72231,36,0
1515,48759.78971,709.7765694,16037.71147,36,0
1516,48173.78737,574.051511,8266.071689,42,0
1517,72701.74615,675.2290907,24239.33498,63,1
1518,59462.17527,681.3269182,20952.64822,21,0
1519,34637.19764,588.0218857,13996.57391,35,0
1520,77811.3885,574.8564696,12976.52072,44,0
1521,68315.50543,612.7028937,20148.02181,24,0
1522,58731.46555,616.9229279,24912.35225,38,1
1523,46602.73852,687.6709732,19768.80128,37,0
1524,35608.41145,619.2730608,25859.01334,27,1
1525,44416.89836,607.1825741,10388.24335,30,0
1526,66331.2293,619.4183132,10903.06585,21,1
1527,78268.79459,705.9316167,9055.29441,22,0
1528,73148.65292,650.6521687,17208.80325,42,0
1529,42667.25867,641.0374487,15878.01775,52,0
1530,33205.7385,644.4997251,14240.24438,49,0
1531,52113.2937,714.6030167,19046.29314,55,0
1532,23473.40952,612.5414137,21161.64303,37,0
1533,54847.51571,715.7754145,7371.687954,32,0
1534,47785.96121,660.5248149,12015.13986,44,0
1535,43009.45247,641.9790309,19100.71797,50,0
1536,26079.45399,775.0450249,12661.30658,64,1
1537,57704.0016,597.2180255,11008.96962,50,0
1538,42009.48741,632.315712,20092.68714,40,0
1539,32451.24746,588.378438,8552.499651,62,0
1540,6916.066801,697.6230985,13492.10096,27,0
1541,49587.27642,734.4594467,16643.22013,62,0
1542,76583.77395,733.4961391,12130.90043,58,0
1543,74918.88822,711.1974377,18915.77828,27,0
1544,43143.55615,640.1189766,12155.61512,50,0
1545,40966.81909,631.7379511,22043.09747,32,0
1546,57031.61384,566.4415114,14371.26851,51,0
1547,35024.21841,751.7936768,18356.35068,38,0
1548,54526.8785,673.4489039,18730.11976,63,0
1549,61491.20418,625.4021548,11862.29999,22,0
1550,68403.99836,716.4028444,4732.567257,53,0
1551,48497.68885,601.3617742,16803.77877,31,0
1552,46944.89375,670.3311017,15361.44174,54,0
1553,36830.2612,641.3685433,17779.13014,36,0
1554,37596.79469,681.933857,13867.36264,55,0
1555,46602.81662,646.821323,12847.86151,53,0
1556,55510.4826,577.4536054,25042.36505,41,1
1557,63703.76939,653.7788186,7638.229692,40,0
1558,37952.31574,702.4432071,18669.75239,28,0
1559,72390.32853,648.5391797,12126.99071,46,0
1560,45933.14598,688.7557561,13321.10691,53,0
1561,49679.49058,597.7235257,13414.48584,46,0
1562,38791.82481,648.6869603,10982.82863,57,0
1563,13636.3961,618.7744772,17856.12105,50,0
1564,63260.68095,687.349042,21953.21798,51,0
1565,61052.65846,651.5745781,17350.06831,53,0
1566,45780.08664,684.5036838,15516.90998,31,0
1567,51004.86076,704.3855213,10067.7975,61,0
1568,57739.08827,684.5809288,17584.12633,25,0
1569,26561.81215,663.6559217,25781.74816,22,1
1570,42064.20984,600.0893871,13096.52688,33,0
1571,61913.97019,649.8606945,13120.0821,38,0
