Simulated Returns,Simulated Index Values
-0.07,5488.78
0.0476,6173.51
-0.0261,5734.71
0.0115,5954.6
0.02,6005.51
-0.0467,5618.01
-0.0163,5791.51
-0.0361,5677.94
0.0622,6264.37
0.0079,5933.51
-0.0285,5721.38
0.0748,6344.05
0.0632,6270.53
-0.0252,5739.81
0.0269,6046.8
0.0647,6280.21
0.0207,6009.96
-0.0226,5754.9
0.0309,6071.51
0.016,5981.49
-0.0436,5635.23
-0.0133,5808.69
0.0214,6014.02
-0.0526,5584.91
-0.0723,5476.22
-0.0483,5608.95
0.0339,6089.6
0.0295,6062.55
0.0029,5903.54
-0.0302,5711.25
0.0171,5988.16
0.0779,6363.56
0.0712,6321.18
-0.1015,5318.36
0.0011,5893.24
0.0361,6103.02
0.0344,6092.82
-0.041,5649.9
-0.0208,5765.19
0.0343,6091.98
0.0682,6301.95
0.0711,6320.18
0.0139,5968.96
-0.0423,5642.72
-0.0458,5623.0
-0.0736,5468.63
0.0159,5980.83
0.1163,6612.55
0.0353,6098.16
0.0164,5984.18
-0.0146,5801.3
0.0322,6078.89
-0.0323,5699.7
-0.0261,5734.7
0.001,5892.56
0.0438,6150.05
0.0094,5942.21
0.0336,6087.79
0.0366,6105.76
0.0076,5931.6
-0.0526,5585.03
0.0324,6080.43
0.0068,5926.51
-0.0686,5496.21
-0.0233,5750.87
0.0447,6155.4
0.007,5928.08
-0.0001,5885.71
-0.0483,5608.84
0.0026,5902.1
-0.012,5816.06
-0.0706,5485.09
0.0208,6010.28
-0.0065,5848.44
-0.028,5723.99
-0.0012,5879.3
0.0436,6148.69
-0.0125,5813.16
0.0025,5901.56
0.0088,5938.59
-0.0475,5613.61
0.0001,5887.4
0.0591,6245.1
0.0488,6181.11
-0.0478,5611.63
-0.0113,5820.66
-0.0195,5772.83
-0.0836,5414.18
-0.0336,5691.78
-0.0243,5745.43
-0.05,5599.72
0.0275,6050.93
0.0142,5970.44
0.0383,6116.08
-0.0137,5806.26
-0.0745,5463.87
0.0395,6123.97
-0.0015,5877.44
0.0444,6153.71
-0.0993,5329.9
-0.014,5804.63
0.0306,6069.38
0.0153,5977.25
0.0211,6012.34
-0.0241,5746.22
0.0222,6018.67
-0.0088,5834.73
0.0119,5956.91
0.038,6114.46
0.0229,6023.14
0.0419,6138.5
0.0002,5888.0
0.0096,5943.38
-0.0018,5875.85
0.0037,5908.41
-0.0485,5607.93
0.0379,6113.63
0.0177,5991.66
-0.0524,5586.12
0.1006,6509.63
-0.0426,5640.89
-0.0348,5685.27
-0.0523,5586.61
0.0172,5988.7
-0.0277,5725.83
-0.0342,5688.45
-0.0053,5855.42
0.0081,5934.22
-0.0342,5688.88
-0.0493,5603.48
-0.0081,5839.07
-0.0301,5711.79
-0.004,5863.06
-0.0173,5785.34
-0.0197,5771.73
0.014,5969.45
-0.0102,5826.74
-0.0117,5818.17
-0.0193,5773.78
-0.0068,5846.84
0.0261,6042.03
-0.0372,5671.61
-0.0981,5336.44
0.0024,5900.98
0.0253,6037.19
-0.0309,5707.42
-0.0189,5776.63
0.0255,6038.72
0.0059,5921.29
-0.0288,5719.63
0.0636,6273.27
0.0331,6084.43
0.0254,6038.1
0.0111,5952.5
-0.0272,5728.31
-0.0007,5882.6
0.0431,6146.07
0.018,5993.19
-0.0059,5851.86
0.0089,5939.24
-0.0307,5708.82
0.0243,6031.43
0.0427,6143.51
0.0312,6073.17
0.0586,6241.5
-0.0904,5377.86
-0.0153,5797.27
-0.0451,5627.24
-0.0568,5561.29
-0.0246,5743.6
-0.0175,5784.4
0.0222,6018.66
0.0204,6008.16
0.0238,6028.37
-0.0464,5619.72
-0.0059,5851.86
-0.0216,5760.58
-0.001,5880.81
0.035,6095.93
-0.0446,5629.91
-0.0121,5815.69
-0.0703,5487.02
-0.0563,5564.47
0.0582,6239.04
-0.0266,5732.09
0.0276,6051.13
-0.0013,5879.05
-0.0177,5783.21
0.0221,6017.83
-0.0571,5559.99
0.0096,5943.34
0.0306,6069.32
-0.0218,5759.65
0.0307,6069.84
-0.0752,5460.1
-0.0166,5789.9
-0.0006,5882.91
-0.0203,5768.13
0.0296,6063.21
-0.0061,5850.48
0.0336,6087.61
-0.0323,5699.59
0.0057,5920.09
0.0081,5934.63
0.0361,6103.1
-0.0151,5798.19
0.0052,5917.51
0.0353,6098.01
-0.0045,5860.15
0.024,6029.71
0.0183,5995.07
-0.0027,5870.83
-0.0218,5759.39
0.0481,6176.48
0.0083,5935.57
0.0403,6128.4
0.0168,5986.01
0.0529,6206.52
0.0073,5929.88
-0.0533,5581.29
-0.0078,5840.81
0.0175,5990.53
0.0354,6098.41
-0.0228,5753.9
-0.003,5869.14
0.0799,6376.39
-0.0048,5858.48
-0.0503,5597.76
-0.0492,5603.66
-0.0744,5464.43
0.005,5915.89
0.031,6071.62
0.0059,5921.27
-0.0116,5818.64
0.0352,6097.17
-0.0392,5660.03
-0.0866,5398.13
-0.0248,5742.54
-0.0151,5798.29
-0.0148,5800.04
-0.0187,5777.49
0.0315,6074.74
0.0127,5962.07
-0.0152,5797.78
0.0426,6142.78
0.0453,6159.46
0.0009,5892.03
-0.0031,5868.13
0.0065,5925.23
-0.0695,5491.29
-0.0044,5860.48
0.0558,6224.32
-0.0308,5708.17
-0.0236,5749.16
-0.0518,5589.58
-0.0813,5426.99
0.0056,5919.87
-0.0033,5867.03
0.0252,6036.55
0.0525,6204.16
-0.0097,5829.97
-0.0261,5734.77
-0.0536,5579.24
-0.0425,5641.52
-0.0253,5739.54
0.0157,5979.83
-0.057,5560.34
0.023,6023.47
-0.0151,5798.59
0.01,5945.41
-0.0545,5574.41
0.0213,6013.1
-0.017,5787.57
0.0328,6083.11
0.1001,6506.19
-0.0046,5859.51
-0.0329,5695.76
0.0665,6291.03
0.0711,6320.32
-0.0247,5742.77
-0.0363,5676.96
-0.0009,5881.04
0.0127,5961.71
-0.0197,5771.89
0.0366,6106.28
0.0322,6079.4
0.0297,6063.77
-0.0002,5885.37
-0.0257,5737.04
-0.06,5543.88
-0.0171,5786.91
0.0078,5932.58
0.0525,6203.93
-0.0422,5643.51
-0.0371,5671.91
-0.0674,5502.9
-0.0203,5768.19
0.0774,6360.58
-0.0274,5727.18
0.008,5934.01
0.0592,6245.66
0.0527,6205.27
0.0343,6091.81
-0.0197,5771.94
-0.0271,5728.92
-0.0267,5731.65
-0.0015,5877.61
-0.0358,5679.44
-0.021,5764.31
0.0683,6302.34
-0.0338,5691.18
-0.0266,5732.3
0.0584,6240.58
-0.0435,5635.81
0.0091,5940.52
0.063,6269.13
-0.044,5633.18
-0.0296,5714.69
0.0278,6052.69
0.0257,6039.72
0.0295,6062.8
0.0318,6076.52
-0.0284,5721.58
-0.0019,5875.63
0.0029,5903.82
0.0106,5949.31
-0.057,5560.14
0.0072,5929.12
-0.038,5666.89
-0.0452,5626.38
-0.09,5379.68
-0.0504,5597.09
-0.0307,5708.52
-0.0055,5854.3
-0.0419,5645.25
-0.07,5488.8
0.025,6035.35
0.0396,6124.46
-0.0056,5853.63
0.0117,5955.72
0.0537,6211.51
-0.0843,5410.51
-0.0097,5829.47
-0.0429,5639.48
0.0846,6405.93
0.0583,6239.81
0.0729,6331.59
0.0719,6325.43
0.0482,6177.21
-0.0066,5847.72
-0.0148,5799.98
0.0294,6061.99
-0.0904,5377.85
0.0638,6274.2
0.0063,5923.86
0.0246,6032.87
0.0421,6139.93
0.0114,5954.26
-0.024,5746.91
-0.0107,5823.7
-0.0009,5881.54
-0.0242,5745.81
0.0284,6055.91
-0.0379,5667.58
-0.0129,5811.18
-0.0354,5681.82
-0.0162,5791.9
-0.0182,5780.24
-0.0228,5753.63
-0.0005,5883.53
-0.0061,5850.88
-0.0016,5877.11
0.0182,5994.8
-0.0378,5667.93
0.0036,5907.85
0.0203,6007.24
0.0227,6021.66
0.024,6029.6
0.0531,6207.51
0.005,5916.24
-0.0751,5460.71
0.0228,6022.54
-0.0317,5702.92
0.0364,6104.88
-0.0094,5831.21
0.0746,6342.48
-0.0212,5762.86
-0.0651,5515.31
0.0739,6338.11
-0.0645,5519.08
-0.0161,5792.41
0.0722,6327.21
0.0184,5995.96
0.0097,5943.84
-0.0246,5743.67
-0.0117,5817.89
0.0284,6055.83
0.0423,6140.82
-0.0614,5535.77
0.0039,5909.38
-0.042,5644.2
-0.0714,5480.66
0.0218,6016.38
0.0149,5974.99
0.0592,6245.29
-0.028,5724.13
-0.0361,5678.1
0.0318,6076.71
-0.0451,5627.0
0.0147,5973.55
0.0166,5984.94
0.0018,5897.3
0.0706,6317.46
0.0227,6021.63
-0.0381,5666.36
0.0113,5953.42
-0.0474,5614.0
-0.0214,5761.88
0.0289,6059.32
-0.0012,5879.6
0.0195,6002.6
-0.0687,5495.48
0.0065,5924.69
-0.0016,5877.43
0.0157,5979.88
0.0141,5970.07
0.0494,6184.89
-0.027,5729.99
0.0579,6237.72
-0.0532,5581.8
-0.0354,5681.69
0.0079,5932.95
-0.0162,5792.22
0.0147,5973.49
-0.0317,5702.98
0.0164,5984.04
0.0252,6036.93
-0.0665,5507.57
0.0046,5913.98
-0.0089,5834.3
-0.0251,5740.86
0.0218,6016.5
-0.0182,5780.53
-0.0137,5806.66
0.0063,5923.94
-0.0315,5704.03
-0.0017,5876.57
-0.0061,5850.77
0.005,5916.07
0.0143,5971.34
0.0129,5962.77
0.0092,5940.97
-0.0093,5831.89
-0.0075,5842.75
0.0738,6337.44
0.0132,5964.88
0.0488,6181.09
-0.004,5863.19
0.0722,6327.3
0.0294,6062.06
0.0361,6102.76
-0.063,5527.14
-0.0316,5703.66
-0.0338,5690.82
0.0698,6311.98
0.0167,5985.4
-0.0299,5713.19
-0.072,5477.74
-0.0284,5721.64
0.0204,6008.13
0.017,5987.68
0.0016,5896.24
-0.009,5833.58
0.0343,6091.92
-0.013,5810.52
-0.0064,5848.91
-0.013,5810.44
-0.0805,5431.49
-0.1037,5306.78
-0.0325,5698.3
-0.0493,5603.25
-0.0555,5568.88
0.0394,6123.15
-0.028,5723.9
-0.0021,5874.07
0.0102,5946.64
0.0114,5954.31
0.0249,6035.23
0.0033,5905.85
-0.0214,5761.8
-0.0582,5553.7
-0.0336,5692.26
-0.0274,5727.36
0.0353,6098.03
-0.0454,5625.51
-0.0596,5545.75
0.0264,6044.07
-0.0765,5453.16
0.0264,6044.15
-0.0029,5869.78
-0.0139,5805.54
-0.0712,5482.22
-0.0534,5580.35
0.028,6053.45
0.0326,6081.91
-0.0173,5785.42
-0.015,5798.82
0.0163,5983.49
-0.0015,5877.75
0.0659,6287.57
0.048,6176.02
0.0393,6122.69
0.006,5921.74
0.0285,6056.68
0.0169,5987.11
0.0198,6004.18
-0.0145,5801.78
0.074,6338.97
0.0252,6037.03
-0.0233,5751.24
-0.0157,5795.03
0.0669,6293.94
-0.0578,5556.18
-0.1221,5210.2
-0.0089,5834.43
-0.0714,5480.96
-0.0188,5776.85
-0.0317,5702.97
-0.0324,5698.66
-0.0588,5550.54
-0.0038,5864.2
-0.0146,5801.15
0.0104,5948.1
0.0193,6001.36
-0.0512,5593.0
0.0677,6299.07
-0.0278,5724.91
-0.0398,5656.81
0.0191,6000.14
0.0096,5943.15
-0.0196,5772.51
0.0805,6379.93
-0.0788,5440.7
0.0247,6033.83
-0.0007,5882.48
-0.0055,5854.22
-0.0359,5678.76
0.0552,6220.78
0.0364,6104.48
0.0782,6365.43
-0.0677,5501.16
-0.0337,5691.74
-0.0386,5663.5
-0.0259,5736.25
-0.0197,5771.52
-0.0123,5814.84
0.0261,6042.04
-0.0362,5677.43
0.0234,6025.69
-0.0463,5620.21
0.0299,6065.06
-0.0231,5751.98
-0.0244,5744.38
0.0219,6016.63
-0.0226,5755.28
-0.0432,5637.61
0.0101,5946.48
-0.0491,5604.23
-0.0193,5773.86
0.0288,6058.76
-0.0372,5671.7
-0.0016,5877.29
-0.0495,5602.19
0.0247,6034.06
-0.0141,5804.2
-0.0049,5857.51
0.0269,6046.88
0.0312,6072.97
-0.0184,5778.94
0.0063,5923.9
-0.0711,5482.57
-0.0049,5857.96
0.0154,5978.17
0.0223,6019.42
-0.0511,5593.33
0.0478,6174.82
-0.0541,5576.7
-0.0762,5454.59
0.0537,6211.29
0.0492,6183.21
-0.0207,5765.94
-0.0433,5636.94
-0.0107,5824.13
-0.0051,5856.46
-0.015,5798.67
-0.0002,5885.17
-0.0387,5662.81
-0.0231,5751.89
-0.0318,5702.14
0.0386,6118.17
-0.0194,5773.71
0.0177,5991.6
0.0321,6078.67
-0.0075,5842.29
-0.0977,5338.86
0.0608,6255.61
-0.0531,5582.11
0.0657,6286.05
-0.0314,5704.81
0.055,6219.34
0.0158,5980.39
-0.0513,5591.97
0.0647,6279.98
0.0565,6228.84
-0.0048,5858.19
-0.0039,5863.57
-0.005,5857.11
0.0849,6408.08
-0.0132,5809.49
-0.0348,5685.11
-0.0614,5536.0
-0.0104,5825.78
-0.0197,5771.77
0.0059,5921.67
-0.0154,5796.56
-0.0125,5813.69
-0.0224,5756.25
0.029,6059.59
0.0713,6321.44
-0.0484,5608.3
0.0254,6038.28
-0.028,5724.21
0.0094,5941.86
-0.055,5571.38
0.0117,5955.71
0.0207,6009.48
-0.0154,5796.68
-0.0535,5580.01
-0.0097,5830.01
0.0251,6036.05
-0.007,5845.21
0.0131,5964.43
-0.0837,5413.77
-0.0216,5760.72
0.0005,5889.45
-0.0558,5567.19
0.0106,5949.41
-0.0339,5690.16
0.0075,5931.13
-0.0169,5787.64
-0.0374,5670.41
0.0182,5994.82
-0.0591,5548.54
0.0208,6010.2
-0.0469,5617.09
0.0183,5995.2
0.0261,6042.18
0.0157,5979.61
0.0847,6406.77
0.0014,5894.76
-0.0034,5866.83
0.0423,6140.64
-0.002,5874.66
0.0427,6143.2
-0.0336,5692.15
-0.0105,5825.26
0.0288,6058.57
0.0725,6329.08
-0.0346,5686.09
-0.0134,5808.41
-0.0507,5595.54
-0.0152,5797.63
-0.0112,5820.83
-0.0208,5765.56
-0.0636,5523.63
0.0117,5955.87
0.0316,6075.25
-0.0297,5714.29
-0.0215,5761.52
-0.0115,5819.28
0.0723,6327.8
-0.0424,5641.96
0.0191,6000.3
0.0452,6158.84
0.0008,5891.05
-0.0545,5574.21
-0.0255,5738.42
0.0189,5998.83
-0.016,5793.08
-0.0583,5553.12
-0.0344,5687.58
-0.0039,5863.82
-0.0524,5585.8
0.0034,5906.31
0.0269,6046.87
-0.0046,5859.29
-0.0588,5550.45
-0.0629,5527.6
0.0944,6469.15
0.072,6325.95
-0.0272,5728.37
-0.0067,5847.42
0.0151,5976.08
0.0209,6010.86
-0.0294,5715.92
0.0083,5935.56
0.0005,5889.64
-0.0136,5807.04
-0.0559,5566.49
0.0112,5952.81
-0.0058,5852.37
-0.0459,5622.49
-0.0503,5598.06
0.0314,6074.17
-0.0136,5807.15
0.002,5898.32
-0.0569,5560.74
-0.0029,5869.46
-0.0477,5612.22
-0.0204,5767.45
-0.0645,5518.63
-0.0541,5576.71
0.0265,6044.55
0.03,6065.64
-0.0183,5779.96
0.0247,6033.83
0.0716,6323.4
0.0307,6069.8
0.0031,5904.92
-0.0107,5823.65
-0.012,5816.54
0.0389,6120.0
-0.0865,5398.8
-0.0361,5677.74
-0.0225,5755.71
-0.0063,5849.7
0.016,5981.54
-0.038,5667.24
-0.0266,5732.04
-0.0157,5795.11
-0.0983,5335.19
-0.0078,5840.87
-0.0087,5835.41
-0.0487,5606.71
0.0381,6115.03
-0.0123,5814.42
-0.0568,5561.69
0.0054,5918.41
-0.0377,5668.65
-0.0213,5762.67
0.0352,6097.35
-0.0624,5530.29
-0.0501,5598.64
-0.0033,5867.33
0.0029,5903.39
-0.0279,5724.48
-0.0192,5774.52
-0.0125,5813.19
-0.0146,5800.98
0.0413,6135.0
0.0431,6145.97
-0.0375,5669.89
0.0072,5929.19
0.0219,6017.0
-0.0307,5708.64
-0.0333,5693.69
0.0235,6026.81
0.0208,6010.57
0.0515,6197.75
0.0314,6074.26
-0.0458,5622.98
-0.0171,5786.7
-0.0797,5435.64
-0.0038,5864.36
0.0461,6164.22
-0.0684,5497.1
-0.0042,5861.7
-0.0034,5866.54
-0.0077,5841.34
0.0019,5897.83
0.0409,6132.33
0.027,6047.45
-0.0236,5749.14
0.054,6213.02
-0.0383,5665.2
0.0074,5930.12
0.0461,6164.23
-0.0188,5776.96
0.0426,6142.59
-0.0344,5687.72
-0.027,5729.57
0.0008,5891.24
0.0446,6155.17
0.0332,6085.07
-0.0916,5371.16
0.0021,5898.79
0.0667,6292.29
0.0064,5924.45
-0.0397,5657.54
-0.0527,5584.24
-0.0049,5857.73
0.0576,6235.68
-0.0168,5788.66
-0.0641,5521.04
-0.0328,5696.34
-0.0042,5861.69
-0.0637,5523.35
0.0308,6070.66
-0.0061,5851.04
-0.0739,5467.15
-0.0228,5753.79
0.005,5916.09
-0.0839,5412.74
0.0254,6037.77
-0.0975,5339.73
-0.0422,5643.34
0.02,6005.48
-0.0368,5674.06
0.055,6219.51
0.0069,5927.56
-0.0312,5705.5
0.0182,5994.61
-0.0283,5722.55
-0.006,5851.53
0.0206,6009.03
0.0492,6183.27
-0.014,5804.91
-0.0526,5584.93
0.0087,5938.15
-0.0458,5623.06
0.0043,5911.97
0.0105,5948.82
-0.0164,5790.9
-0.0464,5619.93
-0.049,5604.91
-0.0581,5554.18
-0.0391,5660.71
-0.0108,5823.51
0.0139,5969.05
0.0031,5904.69
0.0615,6259.78
0.0134,5965.74
-0.032,5701.01
0.0301,6066.7
-0.0044,5860.6
-0.0274,5727.4
-0.001,5880.56
0.0003,5888.03
-0.0113,5820.33
0.0287,6057.66
0.015,5975.55
0.036,6102.48
0.0823,6391.2
0.0101,5946.02
0.0079,5933.32
0.0347,6094.43
0.0134,5965.71
-0.0356,5680.86
-0.0778,5446.09
0.0103,5947.72
0.0752,6346.53
0.0318,6076.68
0.0661,6288.77
0.041,6132.83
-0.0374,5670.61
0.046,6163.81
-0.0579,5555.37
0.0348,6095.04
-0.0613,5536.36
-0.0355,5681.48
0.0004,5888.75
0.0075,5930.66
-0.026,5735.53
-0.0348,5685.21
-0.0272,5728.69
-0.0213,5762.48
0.0611,6257.37
0.0556,6223.35
-0.0097,5829.6
0.0083,5935.87
-0.0088,5835.15
0.0327,6082.12
0.0635,6272.72
-0.0021,5874.11
0.0042,5911.03
0.0431,6145.72
0.0295,6062.76
0.0344,6092.58
0.033,6083.81
0.0228,6022.06
-0.0851,5406.17
0.0005,5889.48
0.0014,5895.02
-0.0846,5408.83
-0.0388,5662.76
-0.0057,5853.24
0.0158,5980.22
0.0049,5915.68
-0.0543,5575.56
-0.0648,5517.33
0.0402,6127.75
0.0003,5888.05
-0.0386,5663.79
-0.0288,5719.44
-0.0138,5805.96
-0.0695,5491.45
-0.0214,5761.82
-0.0113,5820.61
-0.0538,5578.23
0.0251,6036.03
0.0224,6019.98
0.0276,6051.03
0.0066,5925.73
-0.0427,5640.58
-0.0364,5675.88
0.0384,6116.73
-0.0514,5591.86
-0.0298,5713.58
-0.037,5672.55
-0.0124,5813.92
0.0034,5906.54
0.0553,6221.24
0.009,5940.03
-0.0156,5795.64
-0.0818,5423.93
-0.0046,5859.24
-0.0245,5744.36
-0.0035,5865.92
-0.0141,5804.31
0.0338,6088.94
0.0219,6016.94
-0.011,5822.34
-0.0198,5770.89
0.0479,6175.35
-0.0397,5657.71
-0.0008,5881.9
-0.0023,5872.95
-0.0023,5872.87
-0.0399,5656.31
0.0239,6028.97
-0.0055,5854.44
0.0014,5894.62
-0.0395,5658.78
0.0312,6073.08
0.0432,6146.5
-0.0026,5871.11
-0.0151,5798.58
0.0096,5943.53
0.0214,6013.81
0.0704,6315.71
-0.0319,5701.67
0.0823,6391.44
0.0048,5915.12
0.0116,5955.28
0.0288,6058.48
0.0281,6054.14
-0.0064,5848.89
-0.0041,5862.53
-0.0008,5881.74
0.028,6053.79
-0.0234,5750.22
0.0451,6158.12
0.0508,6193.54
0.0179,5993.08
-0.0587,5551.0
0.0526,6204.57
0.0319,6077.06
-0.0146,5801.31
-0.0309,5707.57
-0.0365,5675.53
0.0005,5889.65
0.0345,6093.16
-0.0018,5876.04
-0.0445,5630.34
0.0375,6111.33
0.0427,6143.54
-0.0026,5871.39
-0.0649,5516.53
0.0455,6160.48
-0.1087,5280.45
0.0048,5914.83
0.0269,6046.8
-0.0386,5663.87
0.0253,6037.47
0.038,6114.37
0.0414,6135.4
0.0461,6164.27
0.0803,6378.62
-0.0006,5882.93
-0.0274,5727.52
-0.0264,5732.96
-0.0462,5620.98
0.0021,5898.64
0.0208,6010.44
0.0292,6061.26
0.0147,5973.53
0.0272,6048.81
0.0305,6068.76
-0.0394,5659.36
-0.011,5822.42
-0.0494,5602.62
0.0336,6087.95
0.0998,6504.6
-0.0559,5566.6
-0.0438,5634.53
0.0114,5954.22
-0.1201,5220.22
0.0146,5973.36
-0.0051,5856.87
-0.1247,5196.36
0.0146,5973.04
0.0644,6278.38
0.0524,6203.37
-0.037,5672.79
0.0443,6153.37
0.047,6169.64
0.025,6035.49
-0.0876,5393.0
0.0171,5987.94
-0.0699,5489.22
-0.0416,5646.53
0.0348,6095.28
0.0327,6082.18
0.0334,6086.2
-0.027,5729.95
-0.0069,5846.04
-0.024,5747.24
0.0244,6032.13
0.0303,6067.92
0.0104,5948.37
-0.0391,5660.68
0.0459,6163.13
-0.0374,5670.65
0.0579,6237.31
0.0329,6083.63
0.1058,6543.69
0.0139,5968.89
-0.0265,5732.64
-0.0265,5732.66
-0.0104,5825.68
0.0374,6110.64
0.0342,6091.55
0.023,6023.44
-0.0239,5747.25
-0.0191,5775.14
0.0483,6177.58
0.0034,5906.45
0.0216,6014.96
-0.0648,5517.22
-0.0502,5598.13
0.0062,5923.17
-0.0051,5856.77
-0.0764,5453.71
0.0447,6155.44
-0.0229,5753.47
-0.0484,5608.39
0.0756,6348.94
-0.0681,5499.25
0.0348,6095.04
0.0251,6036.05
0.095,6473.51
0.0021,5898.87
0.0096,5943.28
0.0069,5927.35
-0.0484,5608.49
0.0223,6019.51
-0.0246,5743.54
0.0599,6250.12
-0.0034,5866.39
-0.0172,5786.4
0.0232,6024.55
0.0494,6184.67
0.0332,6085.57
-0.029,5718.04
0.0537,6211.06
0.0497,6186.36
0.0346,6093.8
0.0739,6337.98
-0.0198,5771.05
-0.0406,5652.6
-0.0459,5622.38
-0.0162,5792.0
0.0209,6011.11
0.0439,6150.54
-0.0157,5795.12
0.0193,6001.27
0.0012,5893.64
-0.0215,5761.39
0.0124,5960.08
0.0606,6254.41
0.0279,6052.91
0.0038,5908.82
0.0198,6004.16
-0.0576,5557.13
0.0512,6195.76
-0.0223,5757.02
0.0347,6094.34
0.0091,5940.19
-0.0174,5785.05
-0.1475,5079.05
0.0099,5945.36
-0.0675,5502.12
-0.0482,5609.51
0.0102,5946.74
-0.0429,5639.11
-0.0276,5726.13
0.0186,5997.2
-0.0167,5789.18
-0.0812,5427.54
0.0412,6134.27
-0.0404,5653.45
0.0411,6133.51
0.0161,5982.15
-0.0522,5587.02
-0.0571,5559.69
-0.0362,5677.09
-0.0183,5779.95
0.0596,6247.91
-0.0556,5568.39
-0.056,5565.75
-0.0182,5780.29
0.016,5981.32
-0.0879,5391.21
-0.0329,5695.95
0.0096,5943.05
0.0145,5972.49
-0.0232,5751.35
-0.0309,5707.18
0.0597,6248.59
0.0133,5965.18
-0.0261,5735.07
0.0118,5956.7
0.0423,6141.01
0.0123,5959.38
-0.0231,5752.29
0.0069,5927.4
-0.0489,5605.76
0.0017,5896.34
0.0262,6043.0
0.0077,5931.75
-0.0055,5854.24
-0.0385,5664.46
0.0239,6028.94
-0.0345,5686.99
0.0025,5901.35
-0.0397,5657.55
0.0684,6303.58
-0.0312,5705.87
-0.0312,5705.48
-0.0242,5745.8
-0.0949,5353.35
0.0308,6070.7
-0.001,5880.55
0.0572,6233.02
-0.0163,5791.23
-0.0261,5735.04
0.0763,6353.21
0.0018,5897.27
0.0246,6033.22
-0.0244,5744.59
0.0159,5980.74
-0.0519,5588.86
0.0253,6037.11
0.0389,6120.33
0.0232,6024.63
-0.0507,5595.5
-0.0232,5751.7
0.0002,5887.62
0.0179,5992.82
-0.0482,5609.33
0.0058,5921.03
-0.0048,5858.36
-0.0895,5382.8
-0.0409,5650.81
-0.0324,5698.69
-0.0459,5622.54
0.05,6188.14
0.0083,5935.33
-0.0432,5637.85
0.0379,6113.98
-0.0159,5793.82
0.02,6005.22
0.03,6066.1
0.0386,6118.43
0.0279,6053.14
-0.067,5504.91
0.0274,6050.35
0.0481,6176.69
-0.047,5616.3
0.0247,6033.97
-0.0174,5785.16
-0.012,5816.62
-0.0004,5884.4
0.012,5957.82
0.0247,6033.66
0.0516,6197.98
0.0216,6015.09
0.0462,6164.95
0.055,6219.42
0.007,5928.07
0.0272,6048.94
0.0812,6384.26
-0.0299,5713.18
-0.0417,5646.18
-0.021,5764.18
0.0115,5954.67
-0.0464,5619.85
-0.0157,5795.1
-0.0354,5681.97
0.0015,5895.54
-0.0098,5829.43
-0.0125,5813.17
-0.0387,5663.27
-0.0136,5807.19
0.0446,6155.23
0.0358,6101.13
0.0199,6004.62
-0.0758,5456.74
0.0468,6168.35
-0.0416,5646.76
-0.0216,5761.01
-0.0418,5645.68
-0.039,5661.43
-0.0368,5673.77
-0.0056,5853.79
-0.0483,5609.24
0.0658,6286.94
-0.0196,5772.12
-0.0649,5516.82
-0.0114,5819.88
0.056,6225.75
-0.0215,5761.37
-0.0069,5845.97
0.0152,5976.44
-0.0584,5552.43
-0.0327,5696.99
-0.0189,5776.15
0.0028,5902.8
0.0226,6021.37
-0.0584,5552.36
0.0391,6121.46
0.0734,6335.07
-0.0245,5744.17
0.0202,6006.73
0.0139,5968.87
0.0119,5957.28
-0.0234,5750.18
0.0322,6079.4
0.0495,6185.09
-0.0554,5569.42
0.0162,5982.54
0.0391,6121.56
-0.0212,5762.9
-0.0909,5374.91
-0.0354,5681.8
0.0267,6046.1
0.0198,6004.37
-0.0671,5504.72
0.0342,6091.28
0.0106,5949.03
0.0502,6189.53
0.0248,6034.49
-0.0215,5761.62
0.023,6023.55
-0.0909,5374.8
-0.0382,5665.75
0.038,6114.49
0.051,6194.41
0.0054,5918.13
0.0265,6044.37
-0.0023,5873.19
-0.0212,5763.13
-0.058,5554.61
-0.0149,5799.21
0.0198,6004.11
0.03,6065.6
0.0094,5942.42
-0.0648,5517.16
-0.0157,5794.82
0.017,5987.76
0.0075,5930.67
-0.0035,5866.17
-0.0115,5819.37
0.0553,6221.1
-0.0318,5702.06
0.0025,5901.06
0.0488,6180.96
0.0593,6246.42
-0.0378,5668.39
-0.0831,5417.06
0.0176,5991.04
-0.0279,5724.44
0.0441,6152.04
-0.0056,5853.64
0.0121,5958.37
-0.0032,5868.02
-0.022,5758.73
-0.1026,5312.33
-0.0904,5377.92
0.0436,6148.71
-0.013,5810.46
-0.0057,5852.91
-0.0453,5625.64
-0.0645,5518.7
0.037,6108.42
-0.0641,5521.04
-0.0069,5845.93
0.0207,6009.59
0.0359,6102.0
-0.0354,5682.03
-0.0448,5628.89
-0.0259,5736.28
0.0185,5996.2
0.0004,5888.78
-0.0171,5786.84
0.0177,5991.83
0.0623,6264.97
-0.0185,5778.87
0.0321,6078.69
0.0308,6070.82
0.016,5981.46
-0.0131,5810.17
-0.0249,5742.01
0.0328,6082.54
-0.051,5593.85
0.0101,5946.06
0.0375,6111.61
-0.0292,5716.89
-0.0303,5710.93
-0.0041,5862.28
0.0401,6127.63
-0.0275,5727.07
0.0356,6099.84
-0.0174,5785.17
0.0574,6234.43
-0.0512,5592.92
-0.0191,5774.91
0.0915,6450.48
0.0184,5996.15
0.0014,5894.54
