Date,Store ID,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,PriceCluster
23-06-23,K005,North,332,232,221,169.77,145.36,20,Snowy,1,149.03,Summer,1
24-06-23,K001,North,359,259,264,207.92,196.38,20,Sunny,1,195.65,Spring,0
24-06-23,K002,North,372,272,277,235.32,135.05,5,Rainy,1,127.33,Winter,1
24-06-23,K003,East,358,258,215,156.45,197.37,15,Rainy,0,193.03,Autumn,0
24-06-23,K004,East,292,192,129,382.5,111.38,5,Rainy,0,111.32,Winter,1
24-06-23,K005,North,338,238,180,138.7,120.96,5,Snowy,1,128.02,Summer,1
25-06-23,K001,North,371,271,229,209.37,174.75,5,Sunny,0,173.99,Summer,2
25-06-23,K002,East,294,194,262,155.61,176.47,15,Snowy,0,179.28,Winter,0
25-06-23,K003,East,386,286,132,121.86,111.99,0,Rainy,1,109.83,Winter,1
25-06-23,K004,East,336,236,216,345.79,151.62,20,Sunny,0,147.47,Winter,0
25-06-23,K005,South,293,193,295,413.16,144.71,20,Snowy,0,144.77,Summer,1
26-06-23,K001,North,393,293,193,121.87,123.59,5,Rainy,1,120.6,Autumn,1
26-06-23,K002,South,295,195,158,147.4,121.61,15,Sunny,0,119.98,Spring,1
26-06-23,K003,South,357,257,216,434.04,152.0,15,Rainy,0,154.27,Summer,0
26-06-23,K004,West,283,183,145,416.33,151.97,5,Snowy,1,153.53,Summer,2
26-06-23,K005,South,400,300,143,235.35,144.4,5,Cloudy,1,142.53,Spring,1
27-06-23,K001,North,363,263,285,148.5,111.81,0,Snowy,0,114.38,Summer,1
27-06-23,K002,South,373,273,157,143.74,195.95,0,Snowy,0,205.79,Spring,2
27-06-23,K003,South,327,227,271,166.87,141.55,15,Rainy,0,145.43,Spring,1
27-06-23,K004,North,332,232,237,175.94,188.16,15,Cloudy,1,184.22,Spring,0
27-06-23,K005,North,332,232,161,228.49,177.36,20,Cloudy,0,175.39,Spring,0
28-06-23,K001,South,296,196,155,356.57,115.81,15,Snowy,0,117.15,Winter,1
28-06-23,K002,West,299,199,199,180.56,141.94,20,Rainy,1,139.64,Winter,1
28-06-23,K003,South,339,239,149,139.02,185.08,20,Cloudy,0,182.58,Autumn,0
28-06-23,K004,North,324,224,164,356.79,187.83,0,Sunny,1,192.32,Summer,2
28-06-23,K005,South,315,215,249,193.46,119.0,5,Cloudy,1,119.33,Autumn,1
29-06-23,K001,North,270,170,203,122.15,180.64,0,Rainy,1,185.29,Summer,2
29-06-23,K002,East,316,216,224,165.1,191.44,0,Cloudy,1,189.54,Spring,2
29-06-23,K003,North,328,228,291,144.24,155.7,0,Sunny,0,165.26,Spring,2
29-06-23,K004,South,377,277,243,204.06,165.74,15,Snowy,1,165.57,Summer,0
29-06-23,K005,East,360,260,235,291.06,168.49,5,Rainy,0,175.5,Summer,2
01-07-23,K001,South,300,200,202,137.91,143.74,0,Sunny,0,139.82,Autumn,2
01-07-23,K002,South,287,187,265,145.68,187.5,20,Snowy,0,187.87,Winter,0
01-07-23,K003,North,285,185,180,282.35,115.22,0,Sunny,0,112.3,Autumn,1
01-07-23,K004,West,303,203,207,332.9,177.96,20,Rainy,1,182.64,Autumn,0
01-07-23,K005,West,283,183,214,337.15,147.2,20,Snowy,1,143.29,Winter,1
02-07-23,K001,East,309,209,120,98.57,142.42,0,Cloudy,0,145.55,Autumn,2
02-07-23,K002,South,274,174,249,158.65,120.52,15,Cloudy,1,117.74,Autumn,1
02-07-23,K003,East,278,178,180,359.59,198.81,15,Snowy,0,203.02,Winter,0
02-07-23,K004,South,301,201,219,114.68,169.78,0,Rainy,0,165.14,Summer,2
02-07-23,K005,West,294,194,147,145.94,166.63,20,Cloudy,0,165.63,Autumn,0
03-07-23,K001,South,331,231,245,197.47,179.84,0,Rainy,1,178.34,Spring,2
03-07-23,K002,West,308,208,166,320.02,115.2,15,Cloudy,1,115.04,Spring,1
03-07-23,K003,West,327,227,228,342.63,196.27,5,Cloudy,0,193.92,Spring,2
03-07-23,K004,North,360,260,151,190.96,111.7,15,Snowy,0,111.03,Winter,1
03-07-23,K005,South,372,272,177,229.9,157.76,15,Cloudy,1,158.18,Summer,0
04-07-23,K001,West,379,279,214,203.26,115.79,15,Cloudy,1,119.12,Autumn,1
04-07-23,K002,East,363,263,142,205.22,187.49,0,Rainy,0,192.4,Winter,2
04-07-23,K003,East,394,294,120,330.18,123.58,15,Cloudy,1,120.4,Autumn,1
04-07-23,K004,South,389,289,147,355.76,119.98,20,Sunny,1,116.67,Summer,1
04-07-23,K005,West,379,279,120,329.95,148.21,0,Snowy,1,148.37,Autumn,2
05-07-23,K001,North,343,243,265,178.99,181.22,15,Snowy,1,184.72,Summer,0
05-07-23,K002,East,276,176,181,186.63,117.68,5,Rainy,1,112.76,Summer,1
05-07-23,K003,North,347,247,167,128.35,181.37,15,Snowy,0,182.11,Summer,0
05-07-23,K004,North,387,287,203,155.02,115.75,15,Sunny,1,112.05,Spring,1
05-07-23,K005,West,383,283,276,217.54,158.67,5,Cloudy,0,157.84,Winter,2
06-07-23,K001,East,325,225,207,121.76,146.96,20,Rainy,1,149.08,Autumn,1
06-07-23,K002,North,330,230,204,203.46,145.94,5,Sunny,0,149.28,Winter,2
06-07-23,K003,East,342,242,189,190.78,139.07,15,Sunny,0,138.37,Spring,1
06-07-23,K004,North,305,205,132,175.05,175.68,5,Sunny,0,175.63,Winter,2
06-07-23,K005,East,286,186,144,178.73,135.21,5,Snowy,0,136.48,Autumn,1
07-07-23,K001,East,306,206,275,165.33,196.2,5,Snowy,0,194.4,Summer,2
07-07-23,K002,North,271,171,208,162.1,145.95,15,Rainy,0,144.81,Spring,1
07-07-23,K003,North,281,181,277,207.59,188.95,20,Cloudy,1,186.11,Summer,0
07-07-23,K004,East,370,270,128,424.21,118.9,20,Rainy,0,114.88,Spring,1
07-07-23,K005,North,351,251,208,134.08,167.55,5,Sunny,1,169.5,Autumn,2
08-07-23,K001,West,359,259,261,235.28,178.51,5,Snowy,1,179.41,Summer,2
08-07-23,K002,North,336,236,233,134.09,111.03,5,Cloudy,1,115.58,Autumn,1
08-07-23,K003,South,297,197,209,242.68,154.29,15,Snowy,0,155.67,Spring,0
08-07-23,K004,East,354,254,178,290.41,186.49,20,Rainy,1,189.3,Autumn,0
08-07-23,K005,East,320,220,172,164.27,136.01,20,Cloudy,1,132.51,Spring,1
09-07-23,K001,West,277,177,228,99.33,156.87,20,Cloudy,0,156.37,Spring,0
09-07-23,K002,North,297,197,203,207.16,117.41,0,Cloudy,0,116.86,Winter,1
09-07-23,K003,East,288,188,274,183.24,175.51,15,Sunny,0,175.13,Autumn,0
09-07-23,K004,West,294,194,172,515.27,192.11,15,Cloudy,0,196.41,Spring,0
09-07-23,K005,North,344,244,135,155.1,138.87,5,Sunny,0,134.4,Spring,1
11-07-23,K001,West,345,245,144,152.08,135.38,0,Sunny,0,135.22,Summer,1
11-07-23,K002,East,369,269,158,120.45,116.01,15,Rainy,1,116.67,Winter,1
11-07-23,K003,East,305,205,279,120.2,168.38,5,Rainy,0,163.74,Winter,2
11-07-23,K004,South,400,300,201,152.12,199.88,5,Sunny,1,196.04,Winter,2
11-07-23,K005,West,390,290,211,265.7,165.95,20,Sunny,1,168.07,Autumn,0
11-07-23,K001,East,273,173,267,452.51,175.64,15,Cloudy,0,173.95,Autumn,0
11-07-23,K002,South,380,280,201,191.3,159.2,0,Sunny,1,157.39,Summer,2
11-07-23,K003,East,325,225,355,166.89,137.3,20,Snowy,1,135.67,Summer,1
11-07-23,K004,East,399,299,194,217.83,123.56,5,Rainy,0,122.12,Spring,1
11-07-23,K005,East,319,219,164,132.13,187.93,0,Rainy,1,183.86,Autumn,2
11-07-23,K001,North,321,221,180,180.63,149.01,15,Cloudy,1,145.88,Winter,1
11-07-23,K002,South,329,229,128,493.74,123.69,15,Snowy,0,121.35,Winter,1
11-07-23,K003,South,331,231,265,157.71,195.38,5,Sunny,0,199.64,Summer,2
11-07-23,K004,South,290,190,243,132.82,112.22,0,Sunny,1,109.73,Spring,1
11-07-23,K005,West,387,287,223,115.83,181.43,5,Rainy,1,179.97,Winter,2
12-07-23,K001,South,365,265,239,179.62,137.08,20,Rainy,0,132.6,Winter,1
12-07-23,K002,West,365,265,161,135.96,172.49,5,Rainy,0,171.06,Spring,2
12-07-23,K003,North,383,283,229,162.38,194.52,15,Sunny,0,191.45,Autumn,0
12-07-23,K004,East,385,285,129,355.68,139.99,15,Cloudy,1,135.69,Summer,1
12-07-23,K005,East,367,267,120,180.49,126.87,15,Snowy,1,129.52,Summer,1
13-07-23,K001,South,289,189,234,291.53,145.95,15,Cloudy,1,145.45,Spring,1
13-07-23,K002,South,273,173,195,385.28,163.51,15,Rainy,1,166.13,Autumn,0
13-07-23,K003,West,345,245,205,207.82,161.55,5,Cloudy,1,166.2,Autumn,2
13-07-23,K004,North,336,236,284,175.05,119.23,15,Snowy,1,114.97,Autumn,1
13-07-23,K005,South,318,218,198,575.21,185.65,5,Rainy,0,187.3,Summer,2
14-07-23,K001,North,340,240,286,481.8,197.5,20,Snowy,0,194.97,Summer,0
14-07-23,K002,North,385,285,269,133.6,195.88,5,Sunny,1,199.67,Summer,2
14-07-23,K003,West,397,297,177,351.62,181.87,5,Sunny,1,182.42,Autumn,2
14-07-23,K004,South,340,240,148,175.17,123.2,5,Snowy,1,119.88,Winter,1
14-07-23,K005,West,381,281,141,248.54,196.74,20,Cloudy,1,193.04,Winter,0
16-07-23,K001,South,305,205,246,137.8,179.94,0,Cloudy,1,183.3,Summer,2
16-07-23,K002,West,312,212,205,330.44,196.81,5,Sunny,1,197.18,Spring,2
16-07-23,K003,South,389,289,208,201.27,153.64,15,Snowy,1,155.47,Summer,0
16-07-23,K004,West,366,266,168,249.94,115.78,15,Rainy,1,113.4,Winter,1
16-07-23,K005,West,357,257,138,176.55,182.32,0,Snowy,0,187.29,Winter,2
17-07-23,K001,North,382,282,296,156.27,133.84,20,Sunny,1,129.74,Autumn,1
17-07-23,K002,East,275,175,246,345.42,169.44,15,Snowy,0,167.91,Spring,0
17-07-23,K003,East,317,217,153,227.03,169.91,15,Rainy,1,165.19,Spring,0
17-07-23,K004,North,372,272,278,416.56,151.33,5,Sunny,1,148.86,Summer,2
17-07-23,K005,East,391,291,136,455.24,166.03,15,Sunny,0,167.78,Winter,0
18-07-23,K001,South,318,218,185,144.03,134.46,15,Sunny,0,137.37,Summer,1
18-07-23,K002,West,359,259,133,333.85,137.96,20,Cloudy,0,134.95,Autumn,1
18-07-23,K003,South,277,177,201,299.49,180.64,5,Cloudy,0,178.33,Autumn,2
18-07-23,K004,South,382,282,212,155.87,135.1,15,Snowy,0,127.9,Spring,1
18-07-23,K005,South,371,271,202,174.28,192.87,15,Rainy,0,197.79,Spring,0
19-07-23,K001,South,280,180,298,278.55,156.65,15,Rainy,1,154.38,Autumn,0
19-07-23,K002,East,312,212,143,261.1,165.57,15,Cloudy,0,166.91,Summer,0
19-07-23,K003,East,368,268,132,127.77,156.36,0,Snowy,0,151.47,Autumn,2
19-07-23,K004,South,291,191,234,292.85,146.98,15,Sunny,1,143.28,Summer,1
19-07-23,K005,East,396,296,145,305.18,197.4,20,Sunny,0,196.51,Spring,0
20-07-23,K001,East,351,251,192,211.42,181.18,0,Cloudy,1,177.62,Winter,2
20-07-23,K002,North,340,240,220,332.92,120.77,15,Rainy,1,121.62,Autumn,1
20-07-23,K003,South,348,248,169,456.58,157.93,15,Rainy,0,154.7,Winter,0
20-07-23,K004,North,383,283,199,192.45,151.48,15,Sunny,0,152.9,Winter,0
20-07-23,K005,West,281,181,179,133.11,126.02,5,Sunny,1,128.3,Autumn,1
20-07-23,K001,North,276,176,264,148.12,144.95,20,Snowy,1,143.78,Autumn,1
20-07-23,K002,South,372,272,207,227.93,152.47,15,Rainy,1,156.6,Winter,0
20-07-23,K003,North,273,173,201,186.27,176.39,15,Cloudy,1,174.39,Autumn,0
20-07-23,K004,East,314,214,247,115.73,145.5,15,Snowy,1,137.48,Summer,1
20-07-23,K005,North,337,237,220,456.1,156.48,0,Cloudy,0,151.92,Autumn,2
21-07-23,K001,West,329,229,175,287.08,136.04,20,Sunny,0,145.66,Summer,1
21-07-23,K002,West,361,261,145,149.35,144.82,15,Sunny,0,147.86,Winter,1
21-07-23,K003,West,375,275,203,134.8,159.45,20,Sunny,1,165.3,Spring,0
21-07-23,K004,North,288,188,128,267.55,132.98,20,Snowy,1,130.44,Winter,1
21-07-23,K005,North,391,291,209,193.08,120.3,20,Sunny,1,121.12,Winter,1
22-07-23,K001,East,326,226,201,191.67,192.32,15,Cloudy,0,194.95,Winter,0
22-07-23,K002,West,383,283,189,156.24,147.62,20,Sunny,1,152.5,Summer,0
22-07-23,K003,South,338,238,135,133.17,118.65,15,Snowy,0,115.87,Summer,1
22-07-23,K004,East,292,192,138,245.74,173.94,5,Snowy,0,173.95,Summer,2
22-07-23,K005,North,372,272,126,329.61,112.99,15,Sunny,1,115.37,Spring,1
23-07-23,K001,West,334,234,182,341.58,145.02,0,Snowy,0,147.05,Autumn,2
23-07-23,K002,West,332,232,275,352.33,171.23,5,Sunny,0,166.79,Autumn,2
23-07-23,K003,East,335,235,158,173.54,151.74,15,Cloudy,0,148.11,Autumn,1
23-07-23,K004,South,284,184,286,205.2,178.71,0,Snowy,0,179.75,Autumn,2
23-07-23,K005,West,282,182,171,191.57,121.41,15,Snowy,0,120.7,Spring,1
24-07-23,K001,East,396,296,207,390.05,143.51,15,Snowy,1,139.9,Autumn,1
24-07-23,K002,South,334,234,126,198.29,181.14,5,Cloudy,0,178.41,Spring,2
24-07-23,K003,South,295,195,293,377.52,172.59,15,Cloudy,0,168.99,Autumn,0
24-07-23,K004,South,358,258,220,355.1,142.26,5,Snowy,0,137.76,Winter,1
24-07-23,K005,West,286,186,207,299.07,199.57,15,Sunny,1,196.28,Winter,0
25-07-23,K001,South,376,276,158,359.87,199.17,20,Cloudy,0,201.36,Winter,0
25-07-23,K002,East,398,298,297,155.78,176.01,20,Cloudy,1,176.94,Autumn,0
25-07-23,K003,North,383,283,124,385.1,188.66,20,Cloudy,1,186.84,Spring,0
25-07-23,K004,West,293,193,165,154.42,124.93,15,Snowy,0,120.91,Autumn,1
25-07-23,K005,North,355,255,228,371.69,145.53,20,Cloudy,0,137.28,Winter,1
26-07-23,K001,North,365,265,220,272.55,135.28,15,Sunny,1,126.82,Spring,1
26-07-23,K002,North,349,249,195,161.13,153.28,20,Rainy,0,155.58,Autumn,0
26-07-23,K003,South,271,171,276,128.81,188.74,5,Sunny,0,193.5,Autumn,2
26-07-23,K004,South,345,245,293,137.03,147.0,15,Cloudy,0,145.27,Autumn,1
26-07-23,K005,West,390,290,221,302.3,115.46,0,Cloudy,1,109.98,Spring,1
27-07-23,K001,North,390,290,228,382.32,180.67,15,Snowy,1,182.11,Summer,0
27-07-23,K002,West,374,274,244,202.06,155.26,0,Rainy,0,156.13,Summer,2
27-07-23,K003,West,282,182,245,181.88,168.89,0,Sunny,0,164.6,Autumn,2
27-07-23,K004,North,384,284,281,92.87,126.46,5,Snowy,1,122.82,Summer,1
27-07-23,K005,North,293,193,149,216.19,129.64,20,Rainy,0,126.58,Autumn,1
28-07-23,K001,South,352,252,183,458.96,174.05,15,Cloudy,1,174.41,Spring,0
28-07-23,K002,North,301,201,214,114.37,138.15,15,Rainy,0,133.37,Summer,1
28-07-23,K003,East,344,244,239,174.15,155.47,15,Sunny,1,146.67,Autumn,1
28-07-23,K004,West,323,223,122,193.28,145.71,5,Rainy,1,143.57,Summer,1
28-07-23,K005,South,276,176,289,209.29,158.69,5,Snowy,0,158.63,Winter,2
29-07-23,K001,West,375,275,141,277.06,145.77,0,Sunny,0,147.74,Autumn,2
29-07-23,K002,West,394,294,206,137.29,133.8,5,Rainy,0,128.94,Summer,1
29-07-23,K003,South,376,276,134,282.48,120.73,5,Cloudy,0,128.55,Spring,1
29-07-23,K004,West,274,174,284,455.27,132.59,20,Rainy,1,135.84,Winter,1
29-07-23,K005,West,397,297,268,278.15,180.73,0,Snowy,0,177.08,Winter,2
30-07-23,K001,East,377,277,139,438.0,187.79,0,Sunny,0,186.17,Spring,2
30-07-23,K002,North,349,249,215,188.14,132.85,15,Cloudy,1,136.5,Spring,1
30-07-23,K003,East,325,225,293,283.83,168.17,15,Sunny,0,164.24,Summer,0
30-07-23,K004,North,391,291,222,355.38,174.05,5,Rainy,1,174.59,Autumn,2
30-07-23,K005,East,315,215,223,282.86,141.55,15,Sunny,0,144.05,Summer,1
01-08-23,K001,West,296,196,249,175.93,128.22,15,Rainy,1,129.58,Spring,1
01-08-23,K002,South,338,238,236,173.2,149.98,15,Rainy,1,154.28,Summer,0
01-08-23,K003,South,368,268,133,201.6,173.05,15,Cloudy,0,171.71,Autumn,0
01-08-23,K004,South,351,251,263,166.26,192.2,15,Cloudy,1,191.86,Summer,0
01-08-23,K005,West,384,284,264,347.73,158.1,20,Cloudy,1,157.12,Spring,0
02-08-23,K001,West,287,187,208,204.13,187.87,0,Cloudy,0,190.51,Spring,2
02-08-23,K002,North,375,275,283,186.6,132.3,15,Cloudy,0,136.2,Spring,1
02-08-23,K003,East,368,268,265,163.8,197.14,5,Rainy,0,193.07,Autumn,2
02-08-23,K004,West,346,246,275,143.89,189.94,5,Sunny,0,194.72,Autumn,2
02-08-23,K005,South,284,184,294,199.93,186.52,20,Cloudy,0,190.68,Summer,0
03-08-23,K001,East,390,290,299,339.96,120.2,20,Snowy,1,122.86,Autumn,1
03-08-23,K002,South,386,286,208,120.83,132.88,0,Rainy,1,134.64,Winter,1
03-08-23,K003,North,355,255,292,166.56,134.9,5,Snowy,0,138.65,Winter,1
03-08-23,K004,North,361,261,282,117.63,112.28,15,Rainy,0,109.95,Autumn,1
03-08-23,K005,West,317,217,282,279.63,146.83,0,Rainy,1,151.7,Summer,2
04-08-23,K001,North,278,178,121,376.45,165.97,15,Cloudy,0,167.54,Spring,0
04-08-23,K002,East,326,226,242,159.88,121.88,15,Rainy,0,119.34,Autumn,1
04-08-23,K003,South,312,212,165,181.39,137.82,5,Sunny,0,139.54,Spring,1
04-08-23,K004,South,386,286,211,332.53,144.81,0,Cloudy,0,147.35,Winter,2
04-08-23,K005,West,307,207,265,122.85,192.36,0,Snowy,0,194.36,Autumn,2
05-08-23,K001,North,390,290,284,138.51,187.72,15,Snowy,1,183.51,Autumn,0
05-08-23,K002,East,383,283,228,155.07,175.76,15,Snowy,1,169.03,Summer,0
05-08-23,K003,East,349,249,237,290.84,175.27,20,Snowy,1,178.36,Spring,0
05-08-23,K004,East,299,199,151,323.98,145.04,20,Cloudy,1,145.94,Autumn,1
05-08-23,K005,West,380,280,223,111.06,159.46,15,Sunny,1,157.63,Summer,0
06-08-23,K001,West,349,249,163,328.17,164.06,15,Snowy,0,164.54,Summer,0
06-08-23,K002,South,316,216,291,120.88,128.06,5,Snowy,0,130.71,Autumn,1
06-08-23,K003,West,355,255,151,322.6,145.73,5,Sunny,1,143.16,Autumn,1
06-08-23,K004,South,302,202,266,265.13,196.0,20,Sunny,0,192.85,Spring,0
06-08-23,K005,South,400,300,286,388.83,153.49,5,Snowy,0,154.69,Autumn,2
07-08-23,K001,South,293,193,144,361.5,158.96,15,Rainy,0,165.11,Winter,0
07-08-23,K002,West,303,203,157,165.37,135.68,20,Sunny,0,128.82,Winter,1
07-08-23,K003,North,277,177,262,457.1,148.97,15,Sunny,0,155.94,Winter,0
07-08-23,K004,South,386,286,153,295.54,132.2,5,Sunny,1,128.0,Winter,1
07-08-23,K005,North,303,203,129,115.9,156.4,0,Rainy,0,151.53,Winter,2
08-08-23,K001,East,315,215,156,154.41,199.12,0,Snowy,0,199.98,Autumn,2
08-08-23,K002,West,287,187,154,492.63,111.41,20,Cloudy,0,108.61,Autumn,1
08-08-23,K003,East,290,190,207,159.32,165.93,15,Rainy,0,156.24,Winter,0
08-08-23,K004,North,393,293,239,215.12,155.54,15,Sunny,1,149.5,Spring,0
08-08-23,K005,North,298,198,175,111.51,128.58,0,Cloudy,1,120.74,Summer,1
09-08-23,K001,West,320,220,294,307.42,198.6,5,Sunny,0,198.28,Summer,2
09-08-23,K002,West,312,212,249,287.82,192.66,5,Rainy,1,191.48,Autumn,2
09-08-23,K003,South,384,284,183,291.52,152.87,0,Rainy,1,153.24,Summer,2
09-08-23,K004,South,363,263,159,307.01,199.21,15,Sunny,1,195.81,Summer,0
09-08-23,K005,East,362,262,278,187.77,165.61,15,Rainy,0,155.64,Autumn,0
11-08-23,K001,North,279,179,135,120.77,162.69,5,Sunny,1,163.49,Spring,2
11-08-23,K002,South,327,227,203,136.24,119.9,20,Cloudy,1,117.52,Spring,1
11-08-23,K003,North,388,288,175,299.35,124.77,15,Snowy,1,120.74,Autumn,1
11-08-23,K004,North,349,249,205,273.47,159.8,15,Sunny,1,162.67,Spring,0
11-08-23,K005,South,312,212,269,209.56,119.09,0,Sunny,0,118.94,Autumn,1
11-08-23,K001,East,298,198,283,290.91,133.11,5,Rainy,0,135.79,Winter,1
11-08-23,K002,South,354,254,154,372.22,154.87,15,Rainy,1,152.1,Winter,0
11-08-23,K003,North,272,172,272,175.9,177.96,5,Snowy,1,174.81,Summer,2
11-08-23,K004,East,315,215,188,180.86,165.52,15,Cloudy,1,158.82,Spring,0
11-08-23,K005,East,380,280,148,176.35,175.07,15,Cloudy,0,174.16,Summer,0
11-08-23,K001,South,391,291,151,205.99,195.07,15,Sunny,0,192.8,Spring,0
11-08-23,K002,North,355,255,189,175.81,161.59,0,Rainy,0,156.69,Summer,2
11-08-23,K003,North,391,291,299,435.49,188.63,20,Sunny,0,184.18,Summer,0
11-08-23,K004,North,348,248,155,191.82,148.02,5,Sunny,1,155.24,Winter,2
11-08-23,K005,North,279,179,139,234.43,120.34,0,Snowy,0,116.05,Winter,1
12-08-23,K001,East,277,177,203,266.26,145.65,15,Cloudy,1,142.0,Autumn,1
12-08-23,K002,West,357,257,207,128.67,171.45,5,Cloudy,1,176.26,Spring,2
12-08-23,K003,East,368,268,139,389.18,199.34,20,Cloudy,1,203.33,Autumn,0
12-08-23,K004,East,287,187,130,124.61,198.1,20,Snowy,0,198.5,Summer,0
12-08-23,K005,South,300,200,202,355.76,162.24,15,Cloudy,1,165.3,Summer,0
13-08-23,K001,West,370,270,290,185.88,157.41,15,Cloudy,1,165.47,Summer,0
13-08-23,K002,East,305,205,138,138.37,112.18,0,Sunny,1,112.3,Autumn,1
13-08-23,K003,East,371,271,168,434.34,135.82,15,Cloudy,1,129.82,Winter,1
13-08-23,K004,North,340,240,135,415.34,159.88,20,Snowy,0,163.2,Spring,0
13-08-23,K005,West,355,255,127,155.9,190.47,15,Snowy,1,195.16,Winter,0
14-08-23,K001,South,326,226,179,459.21,179.74,20,Rainy,0,178.1,Winter,0
14-08-23,K002,North,284,184,129,382.37,117.76,20,Cloudy,0,116.72,Summer,1
14-08-23,K003,West,378,278,205,216.29,185.64,15,Sunny,0,182.87,Winter,0
14-08-23,K004,West,317,217,215,235.64,145.26,15,Rainy,1,148.13,Summer,1
14-08-23,K005,North,343,243,199,117.51,165.24,5,Cloudy,0,157.94,Summer,2
16-08-23,K001,South,384,284,196,224.3,175.95,5,Rainy,1,172.86,Autumn,2
16-08-23,K002,North,303,203,296,152.19,180.92,20,Snowy,1,179.15,Autumn,0
16-08-23,K003,East,341,241,141,118.72,179.69,0,Rainy,1,177.46,Spring,2
16-08-23,K004,North,394,294,246,115.78,127.77,20,Sunny,0,120.26,Spring,1
16-08-23,K005,East,354,254,133,297.99,161.06,5,Sunny,1,158.45,Autumn,2
17-08-23,K001,West,343,243,134,365.98,120.53,15,Cloudy,1,127.14,Winter,1
17-08-23,K002,West,394,294,158,447.07,147.9,15,Sunny,1,149.94,Autumn,1
17-08-23,K003,South,302,202,207,176.0,130.18,0,Sunny,1,132.97,Summer,1
17-08-23,K004,East,273,173,233,417.5,111.37,20,Rainy,0,114.71,Winter,1
17-08-23,K005,North,327,227,276,355.52,149.88,5,Rainy,1,145.78,Autumn,2
18-08-23,K001,North,323,223,217,122.14,141.42,5,Sunny,1,143.64,Winter,1
18-08-23,K002,West,284,184,142,435.71,113.56,15,Rainy,0,114.14,Spring,1
18-08-23,K003,South,312,212,219,275.16,142.79,15,Snowy,1,142.57,Winter,1
18-08-23,K004,East,327,227,141,330.11,169.83,20,Sunny,1,174.24,Autumn,0
18-08-23,K005,West,332,232,221,284.49,119.38,15,Snowy,1,120.53,Spring,1
19-08-23,K001,North,367,267,175,292.76,121.86,0,Rainy,0,123.9,Autumn,1
19-08-23,K002,North,396,296,157,358.17,165.01,15,Cloudy,0,157.94,Winter,0
19-08-23,K003,West,358,258,158,201.41,114.02,5,Sunny,0,111.86,Autumn,1
19-08-23,K004,North,324,224,197,291.84,135.8,15,Sunny,1,138.88,Autumn,1
19-08-23,K005,West,387,287,272,377.49,172.97,15,Cloudy,1,169.51,Summer,0
20-08-23,K001,East,354,254,265,472.87,180.76,5,Snowy,1,182.52,Winter,2
20-08-23,K002,North,296,196,198,153.79,190.19,15,Snowy,1,185.6,Summer,0
20-08-23,K003,West,394,294,262,141.63,145.66,15,Cloudy,1,145.87,Winter,1
20-08-23,K004,North,337,237,190,235.54,149.12,5,Cloudy,0,153.14,Autumn,2
20-08-23,K005,East,372,272,205,128.21,191.07,20,Sunny,0,189.11,Summer,0
20-08-23,K001,East,283,183,126,181.8,133.23,5,Rainy,1,133.56,Spring,1
20-08-23,K002,North,348,248,179,329.16,141.61,20,Rainy,0,137.64,Winter,1
20-08-23,K003,East,400,300,243,213.39,124.65,15,Cloudy,1,123.2,Winter,1
20-08-23,K004,South,279,179,228,154.2,123.09,15,Cloudy,1,120.01,Spring,1
20-08-23,K005,West,337,237,290,227.79,172.18,20,Sunny,0,174.3,Autumn,0
21-08-23,K001,North,286,186,126,276.63,197.35,15,Rainy,0,202.28,Summer,0
21-08-23,K002,North,293,193,198,199.83,145.94,20,Snowy,0,155.05,Winter,0
21-08-23,K003,South,285,185,276,123.15,149.4,15,Rainy,0,148.64,Summer,1
21-08-23,K004,East,376,276,242,273.34,153.23,15,Snowy,0,156.02,Winter,0
21-08-23,K005,West,280,180,198,174.63,126.28,20,Cloudy,0,126.27,Spring,1
22-08-23,K001,East,328,228,214,188.75,161.73,15,Sunny,0,161.65,Winter,0
22-08-23,K002,West,276,176,241,430.87,177.38,15,Sunny,0,181.49,Spring,0
22-08-23,K003,North,353,253,246,145.85,185.55,5,Sunny,0,185.73,Summer,2
22-08-23,K004,East,397,297,211,189.49,112.91,15,Rainy,0,112.07,Autumn,1
22-08-23,K005,South,343,243,217,169.53,179.45,20,Sunny,1,175.74,Winter,0
23-08-23,K001,West,385,285,219,329.28,182.81,20,Cloudy,0,179.69,Winter,0
23-08-23,K002,West,300,200,157,207.07,159.66,15,Rainy,1,162.28,Winter,0
23-08-23,K003,South,368,268,267,149.58,183.56,20,Rainy,0,182.64,Winter,0
23-08-23,K004,North,276,176,205,158.3,177.16,15,Snowy,1,180.64,Spring,0
23-08-23,K005,East,310,210,212,248.04,197.09,15,Snowy,1,192.61,Winter,0
24-08-23,K001,East,317,217,198,138.36,144.19,5,Rainy,1,146.53,Autumn,1
24-08-23,K002,East,275,175,205,174.84,127.73,15,Cloudy,0,129.82,Summer,1
24-08-23,K003,North,366,266,186,173.42,193.58,15,Snowy,0,197.7,Spring,0
24-08-23,K004,East,355,255,202,223.53,133.41,20,Rainy,0,135.41,Autumn,1
24-08-23,K005,West,360,260,273,324.76,171.2,20,Cloudy,0,175.51,Autumn,0
25-08-23,K001,North,317,217,171,265.58,137.33,0,Snowy,0,145.49,Autumn,2
